Gene,half_life_hr,decay_rate,p_val,geneSymbol
Leng8,3.914304428,-1.731150566,1.98E-06,Leng8
Lilra5,2.616805468,-1.328467207,0.001136973,Lilra5
Ppp1r12c,3.727513252,-1.682254243,1.64E-07,Ppp1r12c
Suv420h2,2.848898738,-1.413445432,2.12E-06,Suv420h2
Zfp628,1.819207665,-0.964913978,3.70E-06,Zfp628
Ccdc106,4.027503263,-1.759659567,1.27E-06,Ccdc106
Zfp954,2.977326744,-1.457538753,2.27E-08,Zfp954
Zfp418,1.386010939,-0.692942714,0.005310998,Zfp418
Zfp772,3.636611727,-1.657565324,1.81E-07,Zfp772
Zscan18,2.376927579,-1.232321641,0.000109271,Zscan18
Zscan22,2.094880947,-1.106009645,0.000329635,Zscan22
Zbtb45,1.709136976,-0.902501471,3.80E-06,Zbtb45
Pla2g4c,4.478428478,-1.865785119,0.031677733,Pla2g4c
Arhgap35,3.257277908,-1.54740477,1.60E-05,Arhgap35
Ap2s1,6.1106975,-2.176553844,2.51E-05,Ap2s1
Igfl3,4.425649435,-1.853929953,0.217321134,Igfl3
Ccdc61,3.470206927,-1.610727146,0.000305516,Ccdc61
Mypop,2.695238379,-1.357999573,0.000294771,Mypop
Ppm1n,4.249371682,-1.813284053,0.000453484,Ppm1n
Klc3,5.057466343,-1.987378556,2.84E-08,Klc3
Mark4,2.801498156,-1.39666725,5.33E-07,Mark4
Bloc1s3,2.611964288,-1.32661546,8.85E-06,Bloc1s3
Ppp1r37,3.370735026,-1.58164375,2.43E-08,Ppp1r37
Zfp428,4.679167825,-1.909633199,0.002614065,Zfp428
Phldb3,2.603997434,-1.32356066,1.46E-10,Phldb3
Atp1a3,2.410542431,-1.246364718,0.000636758,Atp1a3
Zfp574,2.15027571,-1.132108992,4.12E-07,Zfp574
Cxcl17,7.386044154,-2.366105215,0.354567303,Cxcl17
B3gnt8,1.47981237,-0.758428223,0.000443816,B3gnt8
B9d2,2.675591555,-1.350683418,0.000147753,B9d2
Hnrnpul1,2.821477625,-1.403773649,1.47E-06,Hnrnpul1
Itpkc,2.759675888,-1.381626161,2.84E-10,Itpkc
Blvrb,3.057989773,-1.484270684,5.02E-06,Blvrb
Hipk4,4.825155255,-1.940355832,2.12E-05,Hipk4
Samd4b,3.786105746,-1.697850904,8.76E-07,Samd4b
Nccrp1,4.58480235,-1.889259917,1.72E-06,Nccrp1
Fbxo27,1.727764977,-0.913341573,0.04015357,Fbxo27
Rasgrp4,3.20903534,-1.532483295,0.000178213,Rasgrp4
Zfp790,1.852273899,-0.982926939,0.000221744,Zfp790
Zfp940,0.969398612,-0.335433533,0.348752352,Zfp940
Zfp420,3.011674792,-1.469009254,0.003384197,Zfp420
Zfp382,1.709366351,-0.902635667,0.01878473,Zfp382
Wdr62,3.08825869,-1.494120322,8.11E-05,Wdr62
Alkbh6,4.814867087,-1.938221362,6.07E-06,Alkbh6
Syne4,5.935451741,-2.147456061,0.000153634,Syne4
Lrfn3,1.418991605,-0.716459403,0.058480245,Lrfn3
Arhgap33,2.837682975,-1.409500786,0.000210612,Arhgap33
U2af1l4,5.599546995,-2.089198621,2.47E-06,U2af1l4
Ffar2,1.961393577,-1.04016815,0.000104727,Ffar2
Scgb2b27,61.65658674,-4.488092985,0.383794546,Scgb2b27
4931406P16Rik,2.49201554,-1.279604757,5.23E-05,4931406P16Rik
Kctd15,3.328253379,-1.568960576,1.75E-07,Kctd15
Dpy19l3,6.017842627,-2.161241748,0.000353345,Dpy19l3
Zfp939,2.352951967,-1.222183617,0.001727103,Zfp939
AI987944,2.71988344,-1.367101947,0.002682425,AI987944
Ctu1,2.071971866,-1.095013667,7.71E-09,Ctu1
Tbc1d17,3.255077807,-1.5467291,1.95E-08,Tbc1d17
Scaf1,3.572863286,-1.639880236,6.16E-08,Scaf1
Prr12,2.071866698,-1.094962908,6.71E-05,Prr12
Tubgcp5,2.264597273,-1.183909859,3.50E-05,Tubgcp5
Nipa1,5.817528392,-2.127388417,0.000579978,Nipa1
Mtmr10,2.415882159,-1.248577424,2.24E-05,Mtmr10
Lrrk1,3.391936902,-1.587914036,6.26E-06,Lrrk1
Adamts17,2.679825436,-1.352264577,0.000392022,Adamts17
Synm,1.971411474,-1.045262691,0.000365717,Synm
Vps33b,3.373816678,-1.582557569,6.56E-05,Vps33b
Prc1,2.860849343,-1.417631474,8.15E-06,Prc1
Zfp592,2.532214612,-1.295607181,6.28E-06,Zfp592
Picalm,3.204093046,-1.53094199,1.28E-06,Picalm
Crebzf,3.56506882,-1.637696279,4.17E-06,Crebzf
Kctd14,1.680185325,-0.885417021,0.008476694,Kctd14
Rsf1,2.877773986,-1.423529994,6.43E-06,Rsf1
2210018M11Rik,2.341052238,-1.217113423,0.000712345,2210018M11Rik
Gdpd5,2.345298457,-1.218925588,4.26E-05,Gdpd5
P2ry6,0.927593116,-0.291350826,0.003435269,P2ry6
Pgap2,4.760564273,-1.926879127,5.58E-07,Pgap2
Dchs1,3.491776954,-1.616923683,5.96E-05,Dchs1
Tmem41b,4.667853044,-1.907212153,1.33E-06,Tmem41b
Ipo7,3.391457486,-1.587772686,4.61E-05,Ipo7
Galnt18,4.765992743,-1.928018777,0.000138933,Galnt18
Spon1,4.491630733,-1.868728749,5.66E-05,Spon1
Insc,2.690416094,-1.356208784,0.002072789,Insc
Plekha7,3.525929329,-1.626656962,1.42E-05,Plekha7
Xylt1,1.8921495,-1.004226405,0.001032086,Xylt1
Smg1,2.795642422,-1.394574848,0.000205144,Smg1
Thumpd1,3.173990238,-1.521502467,6.95E-06,Thumpd1
Dcun1d3,2.196915932,-1.153567448,7.63E-07,Dcun1d3
Tmem159,4.579992072,-1.888210188,1.67E-06,Tmem159
BC030336,3.026943432,-1.474066263,5.37E-05,BC030336
Cog7,3.721542999,-1.680651288,5.73E-07,Cog7
Palb2,2.746560865,-1.376862455,0.002495015,Palb2
Tnrc6a,3.552228861,-1.634088175,1.33E-05,Tnrc6a
Gtf3c1,2.925643299,-1.440027308,4.50E-06,Gtf3c1
D430042O09Rik,3.236301829,-1.540944188,1.54E-05,D430042O09Rik
Tufm,3.756559384,-1.690016402,5.67E-05,Tufm
Atxn2l,2.941432925,-1.445409773,1.94E-06,Atxn2l
Ino80e,3.523382204,-1.625934302,7.30E-07,Ino80e
Hirip3,5.222891434,-2.019564084,5.56E-05,Hirip3
Kctd13,3.262216482,-1.548919787,2.48E-05,Kctd13
Sez6l2,3.799612815,-1.701412091,2.34E-05,Sez6l2
Asphd1,4.071517387,-1.770528673,0.001006946,Asphd1
Zfp553,2.311855942,-1.204563561,4.07E-06,Zfp553
Zfp768,2.156796681,-1.135137023,4.58E-05,Zfp768
Zfp764,2.099274356,-1.108104661,0.000392529,Zfp764
Prr14,3.003144865,-1.466172949,1.11E-08,Prr14
Gm166,3.212508684,-1.533565074,7.08E-05,Gm166
Rnf40,3.40620948,-1.592113004,8.05E-08,Rnf40
Fbxl19,3.418304743,-1.59565766,4.49E-08,Fbxl19
Setd1a,3.044762398,-1.479935789,6.67E-06,Setd1a
Zfp646,2.335351311,-1.214675255,6.35E-06,Zfp646
Fus,4.919637582,-1.959747786,1.18E-06,Fus
Armc5,3.12323575,-1.505382484,1.38E-08,Armc5
BC017158,4.516084862,-1.874158358,3.72E-06,BC017158
Ppfia1,3.286497507,-1.556335331,1.96E-06,Ppfia1
Tpcn2,2.902058527,-1.431933243,1.83E-06,Tpcn2
Zfp958,1.604575366,-0.839372073,0.004470801,Zfp958
Arglu1,3.57863956,-1.641495638,2.10E-06,Arglu1
Pcid2,3.805758217,-1.703028161,2.47E-07,Pcid2
Tmco3,4.616263107,-1.896098447,2.81E-06,Tmco3
Erich1,3.473319642,-1.611623726,8.79E-06,Erich1
Arhgef10,3.780089306,-1.696260556,1.42E-05,Arhgef10
Whsc1l1,2.487750219,-1.277891696,2.38E-05,Whsc1l1
Tti2,2.574385002,-1.312123592,2.01E-05,Tti2
Mboat4,12.91506411,-2.924907311,0.006931615,Mboat4
Fgl1,0.852333665,-0.206735717,0.79552741,Fgl1
Neil3,3.454392753,-1.606159604,0.003697272,Neil3
Cbr4,4.506055245,-1.871935023,1.29E-05,Cbr4
Ddx60,1.516014563,-0.782597814,8.49E-05,Ddx60
Naf1,4.059387776,-1.767545089,2.01E-05,Naf1
Psd3,2.756093817,-1.380327314,0.000380141,Psd3
Csgalnact1,2.617209934,-1.32862176,5.00E-06,Csgalnact1
Zfp930,2.600581876,-1.322248139,0.002159698,Zfp930
Zfp868,3.642597676,-1.659209995,6.54E-06,Zfp868
Gatad2a,2.777956526,-1.388228516,5.94E-07,Gatad2a
Tmem161a,5.80184728,-2.124689284,0.000118391,Tmem161a
Sugp2,3.513392027,-1.623094881,1.77E-05,Sugp2
Ddx49,4.399505828,-1.848005143,1.18E-07,Ddx49
Klhl26,2.394201579,-1.239562726,3.25E-06,Klhl26
Mpv17l2,6.550293715,-2.246022811,0.000303385,Mpv17l2
Ccdc124,8.57789564,-2.515701541,5.95E-05,Ccdc124
Ankle1,5.01979625,-1.979902266,0.003764659,Ankle1
Nxnl1,2.148492747,-1.131279469,0.003787906,Nxnl1
Glt25d1,5.483466081,-2.068250318,3.16E-05,Glt25d1
Zfp961,2.902835287,-1.432200865,2.54E-05,Zfp961
Tmem184c,5.156676751,-2.006805252,0.000196438,Tmem184c
Inpp4b,4.005446083,-1.754167876,0.000900026,Inpp4b
Rtbdn,5.839060411,-2.131082816,0.011583723,Rtbdn
Heatr3,3.657069288,-1.663175006,1.07E-05,Heatr3
Cpne2,5.955320813,-2.150797995,8.72E-06,Cpne2
Ccdc102a,1.665435937,-0.876599834,8.48E-05,Ccdc102a
Ndrg4,4.802062344,-1.935558401,7.34E-05,Ndrg4
Cnot1,2.810506272,-1.399877556,7.42E-05,Cnot1
Slc38a7,4.153815762,-1.790540293,6.58E-07,Slc38a7
Dync1li2,3.462273813,-1.608438465,1.57E-06,Dync1li2
Nae1,3.312809673,-1.564309594,1.31E-06,Nae1
Ces2e,11.70103889,-2.826190552,0.010536624,Ces2e
Ces4a,5.785885758,-2.121934382,0.001123144,Ces4a
D230025D16Rik,3.475385323,-1.612218278,6.58E-06,D230025D16Rik
Elmo3,4.294650409,-1.823883078,1.08E-05,Elmo3
Lrrc29,2.722773919,-1.368164105,0.000100196,Lrrc29
Fhod1,2.612534519,-1.326833751,2.56E-05,Fhod1
Rltpr,2.578102636,-1.313566636,0.000279974,Rltpr
Edc4,3.573809184,-1.640144946,1.15E-06,Edc4
Txnl4b,3.20506646,-1.531245747,2.34E-06,Txnl4b
Zfp612,2.354594482,-1.222881439,0.000401484,Zfp612
Cmtr2,2.149222928,-1.131619268,0.000700178,Cmtr2
Vac14,4.155184766,-1.790869816,1.99E-06,Vac14
Fuk,3.972735024,-1.745967701,1.97E-05,Fuk
Ddx19b,4.626676182,-1.898351644,1.66E-05,Ddx19b
Aars,4.261801823,-1.816204955,2.96E-08,Aars
Rfwd3,2.507980362,-1.285990713,2.27E-05,Rfwd3
Tmem231,5.590037883,-2.087498985,0.000433065,Tmem231
Atmin,2.064651715,-1.091474472,2.45E-05,Atmin
Plcg2,3.184331513,-1.524755302,5.36E-07,Plcg2
Klhl36,1.84686526,-0.980002668,3.29E-06,Klhl36
6430548M08Rik,2.957615857,-1.450896411,6.75E-07,6430548M08Rik
Mthfsd,4.216612908,-1.805545098,1.97E-05,Mthfsd
Klhdc4,4.386829165,-1.845119601,8.65E-08,Klhdc4
Il17c,3.000916516,-1.465430668,0.017737867,Il17c
Piezo1,3.089969705,-1.494674207,1.01E-05,Piezo1
Spg7,5.822855129,-2.128303634,3.60E-06,Spg7
Chmp1a,4.300772897,-1.825307671,2.13E-07,Chmp1a
Cdk10,4.53446815,-1.87822072,1.11E-05,Cdk10
Spire2,3.591695185,-1.645137208,8.88E-06,Spire2
Nup133,3.291979871,-1.558002089,3.55E-05,Nup133
Ttc13,4.963282537,-1.968580244,1.05E-05,Ttc13
Mmp27,4.11051204,-1.780060525,0.007702706,Mmp27
9230110C19Rik,4.560045963,-1.883845624,8.59E-05,9230110C19Rik
AK129341,3.115839678,-1.503011596,0.000894091,AK129341
Med17,2.584251789,-1.315948943,7.52E-06,Med17
Slc36a4,2.738850101,-1.374051082,0.000323992,Slc36a4
Zfp426,2.426912701,-1.253132877,9.77E-06,Zfp426
Ppan,2.031279136,-1.075178631,2.31E-05,Ppan
Atg4d,2.234568149,-1.170560908,1.03E-07,Atg4d
Kank2,2.666455818,-1.347263102,1.76E-05,Kank2
Tmem205,6.187697265,-2.189075929,3.44E-05,Tmem205
BC018242,5.804651244,-2.125172455,5.38E-07,BC018242
Zfp809,2.296862649,-1.198057047,1.00E-05,Zfp809
Zfp810,2.137321232,-1.126066205,2.14E-05,Zfp810
7-Sep,4.581413257,-1.888520442,9.02E-07,7-Sep
Igsf9b,3.316410272,-1.565395875,0.000331596,Igsf9b
Ntm,4.055105177,-1.766489546,0.007019605,Ntm
Zbtb44,3.972323281,-1.745864053,5.63E-05,Zbtb44
Nfrkb,2.873623431,-1.422086674,5.61E-06,Nfrkb
Tmem45b,4.707069004,-1.915578343,0.016243806,Tmem45b
Foxred1,3.588123758,-1.644142356,1.04E-06,Foxred1
Fez1,4.125219775,-1.783632218,4.45E-05,Fez1
Msantd2,3.074512513,-1.489659277,0.000185692,Msantd2
Gramd1b,1.116299112,-0.47653177,0.016715452,Gramd1b
Sc5d,4.867509578,-1.949095347,6.77E-07,Sc5d
Tmem136,1.633960999,-0.857520049,0.000726437,Tmem136
D630033O11Rik,2.539118355,-1.298329837,0.145286386,D630033O11Rik
Rnf214,2.902405846,-1.432052916,1.28E-05,Rnf214
Zbtb16,1.982614313,-1.050929254,5.00E-05,Zbtb16
Usp28,3.607669119,-1.649574811,1.58E-05,Usp28
Ttc12,3.209527715,-1.532636718,1.91E-05,Ttc12
Dlat,5.013547149,-1.978656599,1.76E-05,Dlat
Sik2,2.308859255,-1.203266494,0.000234552,Sik2
4833427G06Rik,1.540982498,-0.798933119,0.141307155,4833427G06Rik
Dmxl2,2.107801808,-1.112158528,0.000618176,Dmxl2
Lingo1,2.680367585,-1.352466864,5.80E-05,Lingo1
Snx33,1.656407242,-0.871163865,6.68E-05,Snx33
Lman1l,5.309761049,-2.036059755,0.000206597,Lman1l
Coro2b,2.832285524,-1.407596912,0.000189472,Coro2b
Herc1,2.351217902,-1.221446371,8.75E-05,Herc1
Usp3,2.349076515,-1.220535199,5.57E-06,Usp3
Rab8b,2.588728089,-1.31767959,7.19E-06,Rab8b
Gtf2a2,4.976737618,-1.9712875,5.84E-07,Gtf2a2
Fam63b,3.370358702,-1.581532099,1.39E-05,Fam63b
Zfp280d,3.506784433,-1.621212422,5.37E-05,Zfp280d
Fam214a,2.017572595,-1.068408024,8.05E-05,Fam214a
Leo1,2.824867941,-1.404974538,8.25E-07,Leo1
Slc17a5,3.435150345,-1.600573614,9.28E-06,Slc17a5
Cd109,4.338526784,-1.83404776,5.78E-06,Cd109
Gk5,3.758041926,-1.690410978,0.000104428,Gk5
Pxylp1,3.603926058,-1.648536743,0.000313765,Pxylp1
Ppp2r3a,4.230968611,-1.808943873,8.95E-06,Ppp2r3a
Topbp1,3.78773993,-1.698282437,6.00E-05,Topbp1
Dnajc13,3.208701051,-1.532379119,2.26E-05,Dnajc13
Atp2c1,4.548366061,-1.881280982,1.75E-06,Atp2c1
Glyctk,1.675631635,-0.88270311,0.017515134,Glyctk
Dusp7,1.507957965,-0.777269315,6.97E-07,Dusp7
Parp3,2.289384541,-1.194795943,5.40E-07,Parp3
6430571L13Rik,3.886578913,-1.724042234,0.000650171,6430571L13Rik
Camkv,2.886451982,-1.426540981,0.02093023,Camkv
Apeh,2.979049432,-1.458117188,2.13E-05,Apeh
Atrip,2.976787092,-1.457357482,1.06E-05,Atrip
Plxnb1,4.138220421,-1.786778766,4.43E-06,Plxnb1
Scap,4.351969921,-1.837141519,9.29E-08,Scap
Setd2,2.716530342,-1.365868377,3.07E-05,Setd2
Nbeal2,2.545156713,-1.300705146,2.39E-06,Nbeal2
Als2cl,3.605999088,-1.649111793,2.18E-05,Als2cl
Dync1li1,3.158117231,-1.516488958,9.33E-07,Dync1li1
Acaa1b,3.901484278,-1.727869985,7.84E-05,Acaa1b
Zfp445,2.625613893,-1.331827653,0.000102113,Zfp445
Zfp65,1.543099776,-0.800306156,0.001948467,Zfp65
Zfp825,2.429289832,-1.254111885,0.00012354,Zfp825
A630095E13Rik,10.74553352,-2.741003102,0.05316429,A630095E13Rik
Gm13238,5.445226862,-2.06125234,0.001943998,Gm13238
Zfp709,1.235173646,-0.577724485,0.085833978,Zfp709
Alms1,3.388967266,-1.587038154,0.013618741,Alms1
Lancl3,3.428323505,-1.598584288,0.002184332,Lancl3
Pyhin1,1.807661817,-0.958547117,1.42E-06,Pyhin1
Phf11b,2.835381362,-1.408689368,2.54E-06,Phf11b
Ago1,2.948804615,-1.447912793,1.46E-05,Ago1
Phgdh,8.587161195,-2.516781124,0.002253272,Phgdh
Gbp9,2.297641563,-1.19839611,3.20E-06,Gbp9
Nyx,2.654972183,-1.342947098,0.009787614,Nyx
Slc9a7,2.554323865,-1.304300477,0.001761052,Slc9a7
Rbm10,3.041715932,-1.478934728,2.89E-05,Rbm10
Usp11,3.433444711,-1.600076967,0.000306209,Usp11
Gm4907,6.574910174,-2.249773837,0.000672228,Gm4907
Ddx26b,4.019846115,-1.757756543,6.05E-05,Ddx26b
Mmgt1,5.778782046,-2.120705862,3.54E-05,Mmgt1
Slc9a6,4.689744938,-1.911891117,7.36E-06,Slc9a6
BC023829,4.188179464,-1.798779065,1.36E-05,BC023829
Pcyt1b,8.435850629,-2.499003477,0.022867344,Pcyt1b
Pdk3,2.327556741,-1.211332029,3.16E-07,Pdk3
Klhl15,2.77104367,-1.385736946,5.23E-05,Klhl15
Stard8,1.59512293,-0.833463726,6.92E-05,Stard8
Ercc6l,2.777994794,-1.388242291,0.001552709,Ercc6l
Nox1,1.999436313,-1.059378218,0.1211417,Nox1
Tceal1,1.229648605,-0.573241362,0.009681233,Tceal1
Rbm41,4.279112228,-1.820258485,0.000323274,Rbm41
Nxt2,4.297264705,-1.824491626,4.31E-06,Nxt2
Lhfpl1,5.173314538,-2.010026514,1.24E-05,Lhfpl1
Gnl3l,3.653662677,-1.662243058,3.78E-05,Gnl3l
Gpr64,3.728299944,-1.682465271,1.20E-05,Gpr64
Fancb,4.329735229,-1.832019313,9.54E-05,Fancb
Gemin8,2.659261078,-1.344561215,0.00026732,Gemin8
Ofd1,3.56478243,-1.637615943,1.13E-05,Ofd1
Lrp11,6.089128858,-2.173017947,0.000106974,Lrp11
Zc3h12d,1.078853524,-0.442411846,0.005569696,Zc3h12d
Il22ra2,5.220830534,-2.019169416,0.030738228,Il22ra2
Il20ra,2.548009817,-1.301825511,0.011708773,Il20ra
Aldh8a1,3.316547014,-1.565437106,0.001670147,Aldh8a1
Tbpl1,3.341962337,-1.573071081,2.65E-06,Tbpl1
L3mbtl3,2.632429492,-1.334420101,2.88E-05,L3mbtl3
Sh3rf3,2.956635523,-1.450564895,0.000556123,Sh3rf3
Adamts14,4.577235757,-1.88760819,0.000665672,Adamts14
Npffr1,1.504024739,-0.774657595,0.015043769,Npffr1
Lrrc3,3.49034193,-1.616512626,0.00045608,Lrrc3
Mex3d,3.460712073,-1.60798729,8.89E-08,Mex3d
Lingo3,4.942947452,-1.964474724,0.00769194,Lingo3
Zfp938,4.3989941,-1.847888822,0.001177105,Zfp938
Ric8b,2.517915415,-1.289944263,0.000103829,Ric8b
Gas2l3,1.369902163,-0.681252244,0.003987459,Gas2l3
Cdk17,2.192713855,-1.1516529,8.97E-06,Cdk17
Ccdc38,0.44675512,0.439231744,0.306298318,Ccdc38
Tmtc3,4.033941596,-1.761256882,0.00017902,Tmtc3
Rassf9,2.068478804,-1.09332638,6.36E-06,Rassf9
Osbpl8,2.579520113,-1.3141163,0.000120455,Osbpl8
Stac3,4.641185449,-1.901482739,5.21E-05,Stac3
Ankrd52,3.210020069,-1.53279011,4.66E-05,Ankrd52
Pla2g3,2.64734452,-1.34006999,0.004147424,Pla2g3
Npc1l1,2.88279611,-1.425273615,0.006608664,Npc1l1
Eml6,2.023671748,-1.071426479,0.001683497,Eml6
Gpr75,0.972702522,-0.338835944,0.289664874,Gpr75
Col23a1,9.910802317,-2.660138226,0.001385545,Col23a1
Sowaha,2.328484049,-1.211730354,0.000176591,Sowaha
Zfp867,2.190283157,-1.150543751,0.000163505,Zfp867
Mief2,2.450972704,-1.262997888,2.99E-08,Mief2
Smcr8,2.814567374,-1.401321484,0.000103743,Smcr8
Pfas,3.099649335,-1.497801908,0.000557654,Pfas
Rtn4rl1,2.95411612,-1.449712413,0.001501875,Rtn4rl1
Ccdc55,2.741391631,-1.374978607,3.53E-06,Ccdc55
Ssh2,1.60799527,-0.84150115,0.000790576,Ssh2
Atad5,3.097668668,-1.497162707,0.000860724,Atad5
Slfn9,1.581391255,-0.824817921,0.000921202,Slfn9
Slfn10-ps,2.514355448,-1.288529408,5.83E-05,Slfn10-ps
Coro1b,3.629416845,-1.655584907,1.89E-08,Coro1b
Usp32,3.35791728,-1.577833845,3.25E-05,Usp32
Coro1c,2.789910157,-1.392522314,3.16E-06,Coro1c
Brip1,2.772748351,-1.386351933,0.000342105,Brip1
Rsad1,2.908064588,-1.43400069,0.00021757,Rsad1
Phospho1,6.423298098,-2.226444629,0.010920081,Phospho1
Krt39,7.9257426,-2.436628939,0.132037192,Krt39
Adamts5,3.544058814,-1.631785548,0.000369261,Adamts5
Aoc2,5.924968717,-2.145688328,6.45E-05,Aoc2
Gpatch8,2.171805316,-1.142071685,5.60E-05,Gpatch8
Aplnr,1.822273842,-0.966598006,0.000382863,Aplnr
Akt3,2.480769382,-1.275081667,2.37E-05,Akt3
Sdk2,4.380160251,-1.843598231,0.00021659,Sdk2
Cdr2l,2.107860706,-1.11218647,5.20E-05,Cdr2l
Aloxe3,3.964517344,-1.743897039,3.78E-08,Aloxe3
Amfr,5.203377768,-2.015820906,1.24E-06,Amfr
Fscn2,3.375778062,-1.583138755,0.000123239,Fscn2
Hexdc,4.44264011,-1.85776174,8.60E-05,Hexdc
Fn3krp,1.687146876,-0.889551784,0.003649106,Fn3krp
BC068281,3.626016671,-1.65464763,0.013121648,BC068281
Apc2,5.487605608,-2.069004944,0.004433519,Apc2
Gdf7,3.728932947,-1.68263504,0.118096815,Gdf7
Arih1,3.242473638,-1.542849428,3.64E-06,Arih1
Arih2,3.900354861,-1.72758046,6.99E-07,Arih2
Kcns3,4.17244445,-1.795014984,4.93E-05,Kcns3
Ash2l,3.651063755,-1.661531485,1.54E-05,Ash2l
Cog5,3.855875428,-1.716110991,6.74E-05,Cog5
Dock4,3.205168308,-1.531277524,0.000406961,Dock4
Akap6,2.940060256,-1.444942997,0.000413482,Akap6
Bace1,3.082088274,-1.492120299,0.000200143,Bace1
Arid4a,2.965249272,-1.453474021,2.40E-06,Arid4a
Banf1,7.442071323,-2.373662134,1.22E-05,Banf1
Gpr135,2.392185516,-1.23872031,0.002381995,Gpr135
Tmem30b,4.836842754,-1.942775105,9.44E-07,Tmem30b
Bpnt1,4.070142826,-1.770191012,1.92E-05,Bpnt1
Bves,19.34973738,-3.329191768,0.202639489,Bves
C1ql1,9.824408109,-2.651382833,0.009178061,C1ql1
Capn10,3.309865135,-1.563420364,2.73E-06,Capn10
Car14,3.245591757,-1.543810614,7.73E-06,Car14
Elmsan1,1.543559251,-0.800603872,7.31E-05,Elmsan1
Xcr1,3.093302463,-1.495752199,2.31E-05,Xcr1
Rps6kl1,5.282448031,-2.030902553,8.69E-05,Rps6kl1
Vash1,2.236052041,-1.17122475,1.65E-07,Vash1
Cd52,3.226080815,-1.537780951,5.12E-05,Cd52
Irf2bpl,1.583618284,-0.826225202,0.000116117,Irf2bpl
Cdc6,3.682702721,-1.670159838,8.73E-05,Cdc6
Cfdp1,5.539873526,-2.078484592,8.82E-06,Cfdp1
Gpr68,2.154258867,-1.133959672,0.006400442,Gpr68
Slc24a4,3.781492141,-1.696631599,0.000482256,Slc24a4
Btbd7,2.561341901,-1.307044222,0.00013316,Btbd7
Serpina3f,4.358919725,-1.838737178,0.000107694,Serpina3f
Serpina3j,9.073076148,-2.571824283,0.018243964,Serpina3j
Clec5a,1.81099738,-0.960390653,1.90E-06,Clec5a
Macc1,2.890356359,-1.427892723,2.91E-06,Macc1
Klf6,1.966518645,-1.042777715,2.95E-08,Klf6
Mtr,4.008375913,-1.754899071,8.78E-05,Mtr
Def6,3.206549589,-1.531708385,1.26E-05,Def6
Def8,3.985199942,-1.749100405,2.40E-07,Def8
Dido1,2.69981755,-1.359697117,7.24E-05,Dido1
Dmtf1,2.984015679,-1.459782857,1.14E-05,Dmtf1
Dlg2,4.300042177,-1.825137752,0.000175232,Dlg2
Dand5,4.508988189,-1.872585701,0.000368355,Dand5
Zfp367,4.246834697,-1.812686849,3.93E-05,Zfp367
Zfp458,0.911797071,-0.274175097,0.19240315,Zfp458
Zfp874a,3.166709009,-1.519205802,7.28E-07,Zfp874a
Zfp58,1.372509531,-0.683153759,0.002858441,Zfp58
Ets1,2.905060407,-1.432967105,6.53E-06,Ets1
Ets2,2.711642996,-1.364067644,3.81E-08,Ets2
Zfp72,1.300757898,-0.629460014,0.114624705,Zfp72
Faim,5.581082252,-2.08589563,6.28E-05,Faim
Farsb,4.263596383,-1.816625946,6.23E-07,Farsb
Fbln5,10.0996865,-2.679017304,0.002647771,Fbln5
Fiz1,2.460489319,-1.266873161,1.35E-06,Fiz1
Fxr2,3.768948233,-1.6933089,7.76E-09,Fxr2
Tnpo1,3.94807757,-1.73974169,0.000196152,Tnpo1
Fyb,1.710157248,-0.903098245,1.79E-05,Fyb
G3bp2,3.881432444,-1.722717193,8.48E-06,G3bp2
Gadd45g,5.223472094,-2.019675253,1.06E-08,Gadd45g
Ppwd1,2.642091579,-1.338083789,5.42E-05,Ppwd1
Gmcl1,3.151626832,-1.514431695,5.53E-06,Gmcl1
Gdf15,1.531086512,-0.792490543,0.00011107,Gdf15
Ggt5,1.981953211,-1.050595749,0.001696724,Ggt5
Pde4d,1.696727297,-0.895214197,0.001092034,Pde4d
Gpr34,1.022939921,-0.389193677,0.019740169,Gpr34
Grem1,3.918366647,-1.732187816,0.007477716,Grem1
Grem2,4.152368157,-1.790191732,4.27E-05,Grem2
Gtf2h2,3.039913364,-1.478341937,7.04E-05,Gtf2h2
Hax1,4.944469128,-1.964782524,1.16E-07,Hax1
Erc2,3.038670503,-1.477933006,6.02E-06,Erc2
Hcst,3.994206327,-1.751357814,0.005137239,Hcst
Ogdhl,3.809483935,-1.70400665,2.32E-05,Ogdhl
Arhgap22,2.223475859,-1.165584594,0.000351174,Arhgap22
Antxrl,0.729918488,-0.051690509,0.934008458,Antxrl
Hs2st1,4.469585301,-1.863808551,1.19E-05,Hs2st1
Ccnb1ip1,2.076021974,-1.096966471,0.003188908,Ccnb1ip1
Cdh24,5.489271507,-2.069308473,3.80E-05,Cdh24
Homez,1.310236295,-0.636720419,0.006951372,Homez
Zfhx2,2.675931547,-1.350810482,0.000417858,Zfhx2
Il17d,4.975653001,-1.971069539,1.12E-05,Il17d
Rhof,1.725228036,-0.911872157,2.47E-07,Rhof
Setdb2,1.985693117,-1.052480951,0.000162016,Setdb2
Impdh1,5.038640731,-1.98364927,1.34E-06,Impdh1
Fam160b2,3.143527534,-1.511858508,3.24E-07,Fam160b2
Impdh2,4.186308062,-1.798332135,4.11E-05,Impdh2
Enox1,3.166787301,-1.519230525,8.00E-05,Enox1
Insl5,0.447350819,0.437899242,0.653405928,Insl5
Sh2b2,1.192886814,-0.542889184,2.18E-05,Sh2b2
