Gene,half_life_hr,decay_rate,p_val,geneSymbol
Zglp1,4.049287724,-1.765053916,2.71E-05,Zglp1
Ldlrap1,2.730951386,-1.371162962,4.74E-08,Ldlrap1
Mdn1,3.450622409,-1.605067544,0.000259689,Mdn1
Pydc3,2.203735774,-1.15666692,0.001472243,Pydc3
Wfdc17,4.211857449,-1.80441667,0.000253739,Wfdc17
Mfap1b,2.42386559,-1.251876538,4.87E-05,Mfap1b
BC100530,7.885629993,-2.431555036,4.09E-06,BC100530
Gm17762,3.364536062,-1.579803003,0.003629267,Gm17762
Gm16039,3.000652308,-1.465342622,7.02E-06,Gm16039
Gm16982,4.541619786,-1.87979665,0.003351123,Gm16982
Gm11149,14.80891846,-3.061742518,0.27836193,Gm11149
Gm11696,3.299360732,-1.560241653,0.001798314,Gm11696
Dnajc3,4.507907873,-1.87234608,2.64E-06,Dnajc3
9430060I03Rik,1.618312069,-0.847896594,0.014032227,9430060I03Rik
Gm12359,2.498189889,-1.282079346,0.000236662,Gm12359
Fam129c,3.174016747,-1.521510819,3.10E-05,Fam129c
Rsph3b,2.573483436,-1.311773324,7.31E-05,Rsph3b
Rnaset2a,8.211235828,-2.47201636,0.000296252,Rnaset2a
D030047H15Rik,3.429191867,-1.598837547,0.003626292,D030047H15Rik
Fam174b,3.097221587,-1.497018368,5.91E-07,Fam174b
Gm10532,1.715754399,-0.906365787,0.000546573,Gm10532
Gm10857,6.161962654,-2.18490826,0.016791321,Gm10857
F630028O10Rik,0.739569276,-0.064825599,0.60497513,F630028O10Rik
Gm10714,4.624465205,-1.897873654,0.324169297,Gm10714
Gm10785,3.850122806,-1.714617966,0.002271443,Gm10785
Gm10677,5.132791655,-2.002162614,0.000407184,Gm10677
Gm15441,8.050326703,-2.452225595,1.72E-05,Gm15441
Gm10684,1.503788943,-0.774500806,9.47E-05,Gm10684
Gm13582,3.224504932,-1.53729235,0.003650962,Gm13582
Gm11837,0.397766384,0.555377501,0.479878955,Gm11837
Gm10640,1.63382869,-0.857439071,0.013569339,Gm10640
Dnmt3aos,2.095419014,-1.106266461,0.000235544,Dnmt3aos
Gm10560,1.835477074,-0.973817354,0.010070956,Gm10560
Gm10767,3.804220283,-1.702623972,0.003241803,Gm10767
Gm10658,2.557212075,-1.305430553,0.042709989,Gm10658
F420014N23Rik,2.694537964,-1.357739668,0.001265813,F420014N23Rik
Gm10865,2.803940246,-1.397538579,0.010383863,Gm10865
Gm10791,1.528180912,-0.790591002,0.013087493,Gm10791
7420461P10Rik,4.297931611,-1.824646807,0.002953087,7420461P10Rik
Tmem51os1,2.625179217,-1.331662088,6.69E-06,Tmem51os1
Gm10516,4.952814907,-1.966469004,0.000201846,Gm10516
Gm15401,1.362417582,-0.675773676,0.253298692,Gm15401
Cep85l,2.129631963,-1.122462098,0.01152412,Cep85l
Gm1976,4.256885165,-1.815050631,0.000403177,Gm1976
BC117090,9.558532442,-2.623947126,6.19E-06,BC117090
Isg15,2.188208636,-1.149596155,7.63E-08,Isg15
Vmn2r121,3.218282259,-1.535360678,0.000182212,Vmn2r121
LOC100038947,1.668229092,-0.878275561,0.014045819,LOC100038947
Gm1995,3.241913893,-1.542676784,4.85E-06,Gm1995
Gm2027,3.794609082,-1.700094317,0.000280699,Gm2027
Gm15706,8.776212338,-2.538557839,0.005545163,Gm15706
Tcf24,2.913721469,-1.43594404,0.008205152,Tcf24
5031434O11Rik,8.187090084,-2.469071454,0.005124939,5031434O11Rik
Gm2373,2.873662411,-1.422100238,0.004333669,Gm2373
Gm2382,3.503541851,-1.620287335,0.000272927,Gm2382
Hrct1,4.103116557,-1.778259741,0.005543954,Hrct1
Ildr2,4.117483099,-1.781754999,0.000827237,Ildr2
Snhg12,4.089690795,-1.774982288,1.72E-08,Snhg12
Gm2518,3.812650728,-1.704837597,0.002813598,Gm2518
Gm12942,3.311037757,-1.563774583,4.63E-05,Gm12942
Gm2694,5.569046982,-2.083736861,0.014595012,Gm2694
3830408C21Rik,4.77625093,-1.930168835,0.000277007,3830408C21Rik
Gm2762,2.370350423,-1.229550722,0.018595507,Gm2762
Mndal,2.355087085,-1.223090626,1.16E-05,Mndal
Kcnj13,2.975800214,-1.457025903,0.018828717,Kcnj13
Fancf,1.769133206,-0.937002633,0.000721682,Fancf
Gm12603,6.190358013,-2.189505843,4.00E-06,Gm12603
Gm2897,4.793467977,-1.933767074,0.000445357,Gm2897
Mirg,3.62753283,-1.655065677,3.57E-05,Mirg
Rpl14-ps1,8.50628418,-2.507318126,4.74E-05,Rpl14-ps1
Gm3086,0.995585295,-0.362088442,0.30142653,Gm3086
G630090E17Rik,2.59609761,-1.320522319,0.026695483,G630090E17Rik
Hist1h4m,18.81481775,-3.301157658,0.040700685,Hist1h4m
Gm3219,5.306421401,-2.035430593,5.47E-06,Gm3219
Gm3230,2.449233607,-1.262288083,0.000212229,Gm3230
Gm11974,3.244626067,-1.54351303,2.05E-06,Gm11974
Gm3258,7.185383632,-2.338561832,2.20E-05,Gm3258
Gm11938,6.232195009,-2.19624152,3.10E-05,Gm11938
Gm9833,9.099629403,-2.574746608,0.00400575,Gm9833
Ly6c2,2.372852761,-1.230605848,0.000288515,Ly6c2
9030025P20Rik,4.402853245,-1.848765716,0.000157536,9030025P20Rik
Gm3414,1.77320938,-0.939304035,0.016925385,Gm3414
Gm3435,6.397036359,-2.222347735,2.07E-05,Gm3435
Gm10863,2.532866827,-1.295864715,0.001697888,Gm10863
Gm13157,3.620716083,-1.65318474,6.45E-05,Gm13157
Gm15421,6.676460786,-2.265100945,0.000321104,Gm15421
Nrg2,2.593698473,-1.319597759,0.019104727,Nrg2
BC005561,5.010718731,-1.978092285,9.31E-06,BC005561
Rps15a-ps6,9.845363685,-2.653513573,0.001280945,Rps15a-ps6
Gm3776,5.654308627,-2.098930764,0.000131817,Gm3776
Gm10639,8.050807984,-2.452285378,0.01775517,Gm10639
2810410L24Rik,2.942790129,-1.445871075,5.44E-06,2810410L24Rik
2610203C20Rik,1.78087199,-0.943616047,0.005307056,2610203C20Rik
Gm16386,2.508626406,-1.286248275,0.001702824,Gm16386
Gm4013,8.634488315,-2.522277373,2.65E-05,Gm4013
Prdm11,3.96836529,-1.744867165,5.05E-05,Prdm11
C920021L13Rik,1.730998128,-0.915211116,0.002033827,C920021L13Rik
Gm15760,3.472340244,-1.611341709,0.000304999,Gm15760
1110002L01Rik,5.303353452,-2.034852268,0.001140194,1110002L01Rik
9130023H24Rik,2.068685866,-1.093426479,0.000489742,9130023H24Rik
Gm4262,5.44804258,-2.061769305,0.000408179,Gm4262
Gm10012,7.889045528,-2.431988076,0.002776914,Gm10012
Gm4285,9.093000418,-2.574017853,0.002679107,Gm4285
5430417L22Rik,4.24446986,-1.812129847,9.14E-06,5430417L22Rik
Gm4349,4.677022021,-1.909174508,0.084347483,Gm4349
Tigit,1.773842086,-0.939660785,0.004104716,Tigit
Ankrd66,2.783448045,-1.390203384,0.008433997,Ankrd66
Gm14005,5.11532306,-1.998753477,3.23E-05,Gm14005
Gm4432,4.144928034,-1.788398347,0.001384911,Gm4432
Zfp955b,1.353019151,-0.668851424,0.040900074,Zfp955b
1300002E11Rik,4.516078865,-1.87415703,0.000124032,1300002E11Rik
Gm4532,14.22031398,-3.021184425,0.009341453,Gm4532
AI662270,2.29114235,-1.195563456,0.000132,AI662270
Gm10584,5.525450833,-2.075877763,1.18E-05,Gm10584
Gm14057,4.367177833,-1.840629916,2.55E-06,Gm14057
Zfp850,2.794840591,-1.394287992,0.000332917,Zfp850
Scgb1b30,3.641978629,-1.659040034,0.19914757,Scgb1b30
Ppp4r1l-ps,2.948967903,-1.447968166,1.43E-05,Ppp4r1l-ps
Gm14378,4.866845618,-1.948958931,2.34E-05,Gm14378
Rnf223,3.674401954,-1.667903306,3.00E-06,Rnf223
Gm16894,4.517390351,-1.874447392,0.000193187,Gm16894
Wdr96,7.094091051,-2.325775112,0.01957484,Wdr96
Pet117,1.692793598,-0.892893101,0.38553027,Pet117
Ddx43,2.725250306,-1.3690732,0.016949467,Ddx43
9330020H09Rik,6.007454648,-2.15951406,3.03E-06,9330020H09Rik
Camta1,3.745808524,-1.687150408,1.37E-05,Camta1
Yy2,3.463702395,-1.608850994,0.000127191,Yy2
Kti12,3.160815331,-1.517342931,2.53E-07,Kti12
Rcc1,3.776537778,-1.695320579,2.96E-08,Rcc1
Zbtb48,2.924086767,-1.439495136,9.60E-07,Zbtb48
Srp54c,3.989294741,-1.750127379,5.65E-06,Srp54c
Pcsk9,46.22416621,-4.20001566,0.316521529,Pcsk9
Adat3,2.537520485,-1.297700338,3.67E-05,Adat3
Tdrd7,2.345453703,-1.21899178,1.33E-06,Tdrd7
A230020J21Rik,5.044700518,-1.98485121,0.012647488,A230020J21Rik
5430421N21Rik,2.024360928,-1.07176698,0.075523928,5430421N21Rik
Frs3os,1.145130291,-0.502031342,0.503049839,Frs3os
Gpr153,2.61108022,-1.326276934,0.000107132,Gpr153
Gm12060,5.816275525,-2.127173033,4.45E-05,Gm12060
4933428G20Rik,2.104340256,-1.110514921,0.000209192,4933428G20Rik
Gm10364,4.428292536,-1.854526998,0.000861882,Gm10364
Pafah2,3.909386466,-1.729893368,7.87E-07,Pafah2
AI507597,2.026887763,-1.073014415,0.030859956,AI507597
Phactr4,2.361661794,-1.225878442,8.34E-06,Phactr4
Slc10a3-ubl4,4.656787079,-1.904838663,0.001650578,Slc10a3-ubl4
Gm11110,3.622445178,-1.653662182,5.01E-05,Gm11110
Gm10941,6.710041307,-2.270118028,0.115717772,Gm10941
Zmym6,4.521589817,-1.875376582,0.000260849,Zmym6
Akna,1.029803314,-0.395880748,0.001846506,Akna
H6pd,2.273318818,-1.187753719,5.32E-05,H6pd
Tmem64,4.201191296,-1.801881048,0.000126354,Tmem64
Adprhl2,2.473639752,-1.27220357,1.44E-07,Adprhl2
Gpn2,3.310964374,-1.563752419,8.51E-07,Gpn2
Rusc2,1.705183322,-0.900185546,2.19E-05,Rusc2
Scarna9,226.722443,-5.790239472,0.862975215,Scarna9
Scarna10,1.25647252,-0.594821128,0.639712212,Scarna10
Scarna6,0.335753628,0.724864718,0.446413275,Scarna6
Stx12,3.486955629,-1.615541963,4.52E-08,Stx12
AK010878,5.26698164,-2.027970375,1.54E-05,AK010878
Gm17359,0.28212584,0.898889145,0.414067673,Gm17359
Gm14379,4.263873822,-1.816691016,0.005875615,Gm14379
Uckl1os,7.645639357,-2.400648387,0.001286619,Uckl1os
AA543186,4.193576567,-1.800066886,1.66E-06,AA543186
Gm17801,1.826999213,-0.969187767,0.211262349,Gm17801
Osbpl9,3.407995766,-1.592637287,1.19E-07,Osbpl9
AF357399,2.460362825,-1.266821749,0.10151839,AF357399
Gm11944,3.772671939,-1.694296408,0.00376973,Gm11944
5830417I10Rik,3.216279412,-1.53473815,0.000182776,5830417I10Rik
AF357359,10.12240148,-2.681263857,0.335555307,AF357359
Gm10509,1.31744598,-0.64220792,0.019939333,Gm10509
Gm20605,4.019206085,-1.757597312,7.70E-05,Gm20605
AU040320,3.786715994,-1.698012072,9.37E-07,AU040320
Nup62-il4i1,5.060201042,-1.987919135,1.88E-06,Nup62-il4i1
Ppp1r8,2.925072373,-1.439832144,1.53E-06,Ppp1r8
Smpdl3b,4.574215588,-1.886948148,2.87E-06,Smpdl3b
Fam46b,2.724985856,-1.368976158,5.39E-08,Fam46b
AA413626,1.129428959,-0.48822508,0.127134415,AA413626
Ino80dos,3.672981884,-1.667516755,1.84E-06,Ino80dos
AW011738,3.238907116,-1.541748884,7.06E-05,AW011738
Bsdc1,3.852087169,-1.715128044,2.60E-07,Bsdc1
Tomm6os,4.649759624,-1.903328445,4.13E-06,Tomm6os
A530072M11Rik,3.075894972,-1.490108827,0.002702346,A530072M11Rik
AA987161,1.835125544,-0.973625816,0.00121567,AA987161
Slc44a1,3.749944269,-1.688253899,4.38E-05,Slc44a1
BB283400,1.700334815,-0.897338102,0.145410777,BB283400
Mob3c,1.784190132,-0.945477525,0.00016029,Mob3c
Zfand2a,3.53771994,-1.629995356,2.22E-06,Zfand2a
9530027J09Rik,2.847823132,-1.41306781,0.009105489,9530027J09Rik
Gm15545,2.203642419,-1.156624557,0.000444716,Gm15545
1700021K19Rik,2.852342684,-1.414653572,7.38E-06,1700021K19Rik
Gm16023,5.343512506,-2.04239613,0.002900001,Gm16023
Gm19345,4.331265046,-1.832372578,0.034595237,Gm19345
1700007L15Rik,8.842022604,-2.546028572,0.002249613,1700007L15Rik
2900009J06Rik,6.054135478,-2.167254509,0.001709439,2900009J06Rik
Gm16617,3.77132896,-1.693940369,0.001947196,Gm16617
Kifc1,3.122008145,-1.504989352,2.48E-05,Kifc1
Gm11562,7.306578454,-2.355288021,0.042439486,Gm11562
Gm13826,7.640751879,-2.400008932,1.99E-05,Gm13826
Epg5,2.581079125,-1.314720498,5.97E-05,Epg5
Ccdc13,3.574659555,-1.640382863,0.002107495,Ccdc13
Kcnmb3,2.841865964,-1.410973787,0.068143502,Kcnmb3
Gm16998,5.851425145,-2.133198167,0.000229964,Gm16998
Gm10142,2.476723937,-1.273449614,0.19579369,Gm10142
Gm19461,3.312773853,-1.564298781,0.008731749,Gm19461
E330021D16Rik,5.401430697,-2.053176783,8.30E-05,E330021D16Rik
Gm16796,1.842084832,-0.977410912,0.016349437,Gm16796
Gm3336,5.265539228,-2.027696478,0.005652774,Gm3336
AV051173,3.802661074,-1.702214025,3.10E-05,AV051173
BC037704,5.519210133,-2.074747679,0.001105684,BC037704
Gm10814,1.371377973,-0.682328975,0.074723714,Gm10814
Gm17066,4.193199987,-1.799977083,3.19E-05,Gm17066
Pdzd7,4.030987491,-1.760524301,7.06E-05,Pdzd7
Armcx4,1.951944809,-1.035339134,0.022572718,Armcx4
Gm19557,2.858486065,-1.416805057,2.99E-05,Gm19557
2010010A06Rik,5.305549604,-2.035266288,1.31E-05,2010010A06Rik
A930006K02Rik,1.70841111,-0.902076684,0.001509611,A930006K02Rik
Gm15471,1.226347068,-0.570552808,0.078036439,Gm15471
2810013P06Rik,6.421053363,-2.2260951,3.21E-06,2810013P06Rik
Btbd8,1.596865553,-0.834555599,0.132188321,Btbd8
5430416N02Rik,4.438458876,-1.856820137,3.35E-07,5430416N02Rik
Gm9895,3.165853664,-1.51893566,0.02544103,Gm9895
Tmem95,2.703428919,-1.361033858,2.31E-05,Tmem95
Snhg4,3.88481492,-1.723588264,0.000110205,Snhg4
Gm4980,3.087467671,-1.493864152,2.79E-05,Gm4980
Gm10390,3.256126422,-1.547051195,3.67E-06,Gm10390
Gm19705,6.289007318,-2.20531616,0.002505632,Gm19705
Gm14023,3.300147034,-1.560479944,0.000384695,Gm14023
Gm19710,5.519662442,-2.074829627,0.000339887,Gm19710
A930016O22Rik,5.350616217,-2.043724656,0.003717006,A930016O22Rik
Gm16675,2.735737594,-1.372914007,0.005632362,Gm16675
Nuggc,4.257721158,-1.815246998,0.007694986,Nuggc
Bbip1,5.451714886,-2.062443138,4.61E-06,Bbip1
Gm13003,1.848735471,-0.981014797,0.022544776,Gm13003
E330011O21Rik,6.618928089,-2.256446357,0.000388184,E330011O21Rik
1700123M08Rik,4.184318911,-1.797856866,0.048787456,1700123M08Rik
Gm16845,3.605581297,-1.648995926,0.001328958,Gm16845
Dos,2.871484156,-1.421341944,9.09E-08,Dos
Rpl5,4.826614599,-1.940658231,3.47E-05,Rpl5
LOC100503676,7.907920868,-2.434377819,0.003525351,LOC100503676
Gm16861,2.488505305,-1.278195172,9.98E-05,Gm16861
Gm5741,9.890986021,-2.65813676,0.009493876,Gm5741
Gm19897,4.750279387,-1.924716355,6.04E-05,Gm19897
Gm9920,2.977125359,-1.457471111,0.000106997,Gm9920
Gm16973,4.095185291,-1.776324885,7.48E-06,Gm16973
Sp3os,5.773464727,-2.119785294,3.00E-05,Sp3os
Ccdc149,3.465183127,-1.609278402,0.000330298,Ccdc149
Pet100,10.15374254,-2.684355281,0.000177337,Pet100
Smpd5,2.662131768,-1.345640139,0.011619929,Smpd5
Acpt,7.577142569,-2.391649079,0.028290715,Acpt
Gm15787,1.883398942,-0.999591013,0.001477965,Gm15787
Gm16740,5.383912093,-2.049928185,0.000447572,Gm16740
Gm16062,4.512971635,-1.873468756,1.22E-06,Gm16062
Gm6537,22.2897796,-3.47064118,0.002168858,Gm6537
Gm16907,2.713501813,-1.364752903,3.36E-05,Gm16907
4933421O10Rik,6.570122068,-2.249045333,0.000700885,4933421O10Rik
Gm16576,3.294302035,-1.558707241,0.000493618,Gm16576
Micalcl,2.480647658,-1.275032599,0.000455669,Micalcl
Efcab8,7.840504911,-2.425816155,0.033288182,Efcab8
Gm15708,4.672432343,-1.908192701,0.000364153,Gm15708
Gm15350,3.851222186,-1.714903469,0.001893554,Gm15350
Trp53cor1,5.921684622,-2.145133893,0.000956448,Trp53cor1
Abhd12b,4.211002092,-1.804213566,1.69E-05,Abhd12b
Toporsos,4.960709283,-1.968061652,7.33E-08,Toporsos
Gm16712,1.194097609,-0.543903682,0.116915317,Gm16712
Gm15880,2.339345654,-1.216384176,0.017463443,Gm15880
C130021I20Rik,3.372373713,-1.582129783,0.00086643,C130021I20Rik
H2-Ea-ps,1.71662446,-0.90687276,0.191112439,H2-Ea-ps
2900076A07Rik,4.095809059,-1.776477191,2.01E-05,2900076A07Rik
Prr22,4.831099584,-1.94158702,0.023432717,Prr22
Gm16596,6.241041049,-2.197659924,0.007443636,Gm16596
Gdap10,1.20919889,-0.556470987,0.013727998,Gdap10
Dcdc2b,4.778007119,-1.930536459,0.000214525,Dcdc2b
Gm20257,2.265635569,-1.184368245,1.39E-06,Gm20257
AI463170,2.440403762,-1.258676422,0.029830799,AI463170
Gm20300,4.328257467,-1.831677949,0.002309528,Gm20300
Gm15987,5.291225922,-2.032562883,5.48E-06,Gm15987
LOC100504608,3.037866287,-1.47766831,0.000182823,LOC100504608
Gm15910,2.43352553,-1.255853962,0.03120733,Gm15910
Gm20324,3.214368919,-1.534143966,0.004065956,Gm20324
1700101I11Rik,9.770053571,-2.64583487,0.023991439,1700101I11Rik
Gm20337,3.36407452,-1.579665815,0.004205645,Gm20337
Atg14,3.860511145,-1.717312516,1.85E-05,Atg14
2810029C07Rik,3.265130656,-1.5498127,2.67E-06,2810029C07Rik
LOC100504703,5.449769193,-2.062086179,0.004346985,LOC100504703
Gm16793,5.458089233,-2.063611692,0.001212676,Gm16793
Tmppe,2.716538441,-1.365871358,0.000248329,Tmppe
2310002F09Rik,6.516736202,-2.240886589,0.002578622,2310002F09Rik
Zfp518b,1.939780424,-1.029087704,0.00138735,Zfp518b
B930003M22Rik,5.39812918,-2.052565366,6.90E-07,B930003M22Rik
5830418P13Rik,1.584373314,-0.826701864,0.002812128,5830418P13Rik
Gm11127,9.267264476,-2.593001162,0.002763082,Gm11127
Rell1,4.16571915,-1.793401846,7.77E-06,Rell1
C230037L18Rik,0.845452472,-0.198629596,0.725341444,C230037L18Rik
Fer1l5,3.91891639,-1.732328105,0.001656292,Fer1l5
Slc15a4,2.778422668,-1.388396302,3.09E-07,Slc15a4
Raver1-fdx1l,5.736287085,-2.113325072,0.002168828,Raver1-fdx1l
Lrrc8c,2.633284312,-1.334744776,0.000505417,Lrrc8c
Noc4l,4.14109899,-1.78747413,7.70E-07,Noc4l
Nsun5,3.597638011,-1.646790443,1.17E-05,Nsun5
Snhg18,7.771049047,-2.416918088,8.47E-06,Snhg18
N4bp2l1,2.903633392,-1.432475767,1.96E-06,N4bp2l1
D930016D06Rik,4.984215194,-1.972788878,3.45E-05,D930016D06Rik
Psph,6.912049698,-2.299779142,6.88E-06,Psph
Trrap,3.291623754,-1.557893906,2.45E-05,Trrap
Spon2,4.640207578,-1.901272022,0.00162193,Spon2
9330133O14Rik,3.107409748,-1.500302421,3.31E-08,9330133O14Rik
Gbp6,3.0540248,-1.482973248,0.000450398,Gbp6
Acacb,3.963814729,-1.743719798,0.000361852,Acacb
Pds5b,3.098337302,-1.497378534,0.000131132,Pds5b
Papd4,3.35695882,-1.577548372,9.61E-06,Papd4
Mapre3,2.78830059,-1.391945223,3.78E-07,Mapre3
Mira,5.781805471,-2.12122892,4.30E-07,Mira
Dcun1d4,3.308095809,-1.56288566,3.34E-05,Dcun1d4
AI839979,3.829932164,-1.709360012,0.001150353,AI839979
Usp30,2.574014561,-1.311979687,3.33E-06,Usp30
Ube3c,3.275275266,-1.552914837,1.92E-05,Ube3c
Rita1,5.042982637,-1.984510621,1.48E-05,Rita1
Tbc1d14,2.034435861,-1.076731483,2.76E-06,Tbc1d14
Gm21057,3.949720102,-1.740157637,0.056022271,Gm21057
Hscb,4.138500926,-1.786846548,3.18E-05,Hscb
Chpf2,2.72434013,-1.368739165,7.53E-07,Chpf2
Tyw1,3.837525533,-1.711340687,7.40E-05,Tyw1
Emilin1,1.958795024,-1.038842421,7.24E-06,Emilin1
Rab28,6.089590853,-2.173093817,1.09E-06,Rab28
Nfxl1,2.559830146,-1.306453828,4.21E-06,Nfxl1
Akap9,3.544432545,-1.631890996,0.00010034,Akap9
Zfp513,2.354597785,-1.222882842,9.77E-07,Zfp513
LOC101056043,3.265864342,-1.550037378,4.26E-07,LOC101056043
LOC101056149,2.733696933,-1.372167802,0.000537925,LOC101056149
Zfp282,2.236761727,-1.171542083,5.01E-05,Zfp282
Ttll3,4.554062308,-1.88253257,3.45E-05,Ttll3
Snx21,2.405724425,-1.244363995,6.02E-07,Snx21
Tmem168,2.944677867,-1.446512349,6.60E-06,Tmem168
Rpusd3,3.379281889,-1.584176148,0.000329323,Rpusd3
Itfg2,3.946313491,-1.73929477,3.27E-05,Itfg2
B630005N14Rik,3.133417117,-1.50863706,1.40E-05,B630005N14Rik
Pot1a,2.307152009,-1.202526788,0.00026392,Pot1a
Parp11,3.919898391,-1.732578653,8.73E-05,Parp11
Zfp956,2.114387577,-1.11527813,0.00033349,Zfp956
Hepacam2,3.807732395,-1.703546761,0.000964982,Hepacam2
Tada3,3.849700042,-1.714508155,3.78E-07,Tada3
Tra2a,5.708601847,-2.108487054,1.68E-07,Tra2a
Wdr91,2.172902151,-1.142576591,9.10E-07,Wdr91
Brk1,4.990161573,-1.973981209,3.41E-06,Brk1
Eogt,4.718915308,-1.918091886,0.000104516,Eogt
Fbxl14,2.302811903,-1.200643863,4.02E-06,Fbxl14
Prrt4,4.694297177,-1.912861326,0.00472322,Prrt4
Adamts9,2.641114119,-1.337713764,0.001373264,Adamts9
Dhx32,3.302681721,-1.561247702,1.97E-06,Dhx32
Phrf1,2.423973234,-1.251920947,3.12E-06,Phrf1
Plekha1,3.006724575,-1.467364226,8.06E-07,Plekha1
Ric8,3.116919611,-1.503358131,1.76E-07,Ric8
Inpp5f,2.755249377,-1.380020877,8.26E-05,Inpp5f
Plekhg2,2.72377189,-1.368530565,3.89E-05,Plekhg2
Hsd3b7,2.927141931,-1.440539418,1.06E-06,Hsd3b7
Mob2,3.156991719,-1.516132507,4.26E-07,Mob2
Klk9,5.80523109,-2.125272344,8.69E-08,Klk9
Prkd2,2.452429053,-1.263591904,1.35E-06,Prkd2
Wtip,4.161557968,-1.792402436,7.42E-08,Wtip
Ccp110,3.882499722,-1.722992125,0.000238197,Ccp110
Vrk3,3.305946636,-1.562235778,8.27E-08,Vrk3
Eftud1,3.50961462,-1.622019157,3.35E-07,Eftud1
AI467606,1.026031531,-0.392211399,0.027974061,AI467606
E430018J23Rik,1.721314901,-0.909601397,0.000452675,E430018J23Rik
Grwd1,3.134712305,-1.509050322,1.22E-06,Grwd1
Pwwp2b,1.59641347,-0.834272452,0.00012666,Pwwp2b
LOC101669761,5.02179454,-1.980300268,6.91E-06,LOC101669761
Spty2d1,3.063102463,-1.4859412,4.71E-06,Spty2d1
Trim68,3.397532022,-1.589562213,5.04E-05,Trim68
Numa1,3.460897427,-1.608040848,1.78E-06,Numa1
Psip1,5.057194274,-1.987324759,1.75E-06,Psip1
Papl,3.585729797,-1.643474944,1.52E-07,Papl
Ano1,4.685111988,-1.910902739,2.58E-05,Ano1
Spred3,2.439476855,-1.258296533,3.92E-05,Spred3
C230052I12Rik,3.072841606,-1.489115659,1.10E-09,C230052I12Rik
AW146154,4.24148883,-1.811427267,0.000301671,AW146154
Ints4,3.752049837,-1.688815234,1.94E-06,Ints4
Rrp8,2.845682866,-1.412315983,1.69E-06,Rrp8
Unc45a,3.62734295,-1.655013331,1.95E-09,Unc45a
Igflr1,4.814084253,-1.938058761,0.000144376,Igflr1
Sf3b3,3.051832226,-1.482255061,1.26E-06,Sf3b3
D8Ertd738e,7.348866717,-2.361059034,2.58E-06,D8Ertd738e
Usb1,3.028750952,-1.474663228,7.55E-08,Usb1
Champ1,2.305127284,-1.201648816,2.64E-05,Champ1
Smim19,4.208695672,-1.803665704,3.51E-06,Smim19
Exoc8,1.915201198,-1.016335602,0.001405731,Exoc8
Gadd45gip1,4.298001087,-1.824662972,8.21E-06,Gadd45gip1
Plekhg4,2.501464616,-1.283389327,0.002060343,Plekhg4
Phkb,3.560320773,-1.636363566,3.66E-05,Phkb
Arhgef18,2.474734327,-1.272645968,2.73E-05,Arhgef18
Mtus1,2.533715893,-1.296199878,5.42E-06,Mtus1
Dohh,4.739775971,-1.922502792,4.12E-07,Dohh
Fam192a,3.983850878,-1.748761829,1.29E-06,Fam192a
Enkd1,4.557042178,-1.883186688,4.12E-06,Enkd1
Snx25,3.200837037,-1.52992527,5.05E-05,Snx25
Taf5l,2.62642359,-1.33213599,1.18E-06,Taf5l
Prmt10,2.471454832,-1.271319898,9.25E-07,Prmt10
Zdhhc7,2.719155287,-1.366834197,2.46E-07,Zdhhc7
Snapc2,3.172110211,-1.520909969,2.43E-07,Snapc2
Ak6,4.526120038,-1.876377989,1.32E-06,Ak6
Agpat6,4.089419163,-1.774915867,4.65E-06,Agpat6
Cyp4v3,2.378438311,-1.232957021,8.41E-06,Cyp4v3
LOC102308570,5.45422134,-2.062902787,0.169427128,LOC102308570
Dcun1d2,4.236230172,-1.810186684,3.04E-05,Dcun1d2
Ankrd10,3.340809829,-1.572726162,3.07E-08,Ankrd10
Cog4,3.3712332,-1.581791533,7.11E-07,Cog4
Myzap,1.943659781,-1.031085601,3.14E-05,Myzap
Clk3,2.988058516,-1.461136771,3.93E-09,Clk3
Hinfp,2.494407559,-1.28056417,1.30E-05,Hinfp
Dennd4a,2.410608518,-1.246392133,0.000351707,Dennd4a
Xndc1,4.2814756,-1.820810637,0.000621763,Xndc1
Xylb,4.396554043,-1.847333983,0.000345914,Xylb
Imp3,3.640297576,-1.658578351,2.29E-06,Imp3
Pls1,4.490718094,-1.868525541,0.009711504,Pls1
Cmtm7,4.803620887,-1.935882905,0.000145644,Cmtm7
Ano10,4.491457724,-1.86869023,4.44E-06,Ano10
Alg9,4.676194287,-1.908997513,1.73E-06,Alg9
Plekho2,1.246005123,-0.586455452,4.94E-05,Plekho2
Snx19,4.000645293,-1.752968592,0.00011821,Snx19
Rpp25,6.871269301,-2.29386177,0.000242686,Rpp25
AI414108,2.921176778,-1.438499462,7.42E-05,AI414108
Mapkapk3,4.089150983,-1.774850286,5.52E-06,Mapkapk3
Acad11,5.127193561,-2.001071366,1.30E-05,Acad11
LOC102633315,4.426744314,-1.854177317,0.003061527,LOC102633315
LOC102634101,1.229239734,-0.572908796,0.005978199,LOC102634101
Gm15055,12.07069042,-2.857293156,0.01090666,Gm15055
Gm26687,5.622105254,-2.093219115,0.005010348,Gm26687
Oaf,2.700946361,-1.360115136,3.04E-07,Oaf
Cd276,4.700642286,-1.914212077,0.000106108,Cd276
Slc6a20a,3.87991791,-1.722326917,0.000131847,Slc6a20a
Phldb1,3.407645075,-1.592534379,5.62E-05,Phldb1
Lrrc49,5.355257554,-2.044591719,0.000157958,Lrrc49
