geneSymbol,half_life_hr,decay_rate,p_val
Ece1,3.394166936,-1.588571272,0.045210518
Sh2d5,14.20628318,-3.020197265,0.247170216
Emc1,2.772558132,-1.386283328,0.081279484
Crocc,19.33631697,-3.328497957,0.335242817
Vps13d,2.202650832,-1.156174479,0.114831079
Nppa,2.624037817,-1.331227203,0.498436157
Fbxo44,95.24885112,-4.923005873,0.8596904
Tardbp,4.788859358,-1.932805174,0.086304857
Tmem201,2.493811694,-1.280325261,0.032978267
Dnajc11,52.89466917,-4.334815483,0.652806339
Phf13,0.322413942,0.765406103,0.024277142
Cep104,8.160653888,-2.46583722,0.114324298
Tnfrsf14,4.266378042,-1.817278154,0.056826972
Plekhn1,4.463873201,-1.86252974,0.202055138
Klhl17,84.79327045,-4.806729102,0.803354257
Nupl2,1.829632687,-0.97062815,0.049778744
Galnt11,9.078407963,-2.572411763,0.258646014
Kmt2c,2.632471117,-1.334435914,0.109080887
Insig1,1.295945386,-0.625753377,0.175022155
Agbl5,8.839233916,-2.545713132,0.358840433
Haus3,0.678406639,0.021495487,0.906965453
Fam193a,1.682368855,-0.886715754,0.043420784
Tnip2,2.471765748,-1.271445693,0.084389125
Sh3tc1,0.853573939,-0.20818981,0.342814518
Tada2b,0.84565201,-0.198865581,0.254855434
Cpeb2,1.318747665,-0.643195468,0.278877175
Tapt1,1.949064111,-1.033862235,0.088143402
Chrna9,0.943171143,-0.308005396,0.61763129
Atp10d,0.504642991,0.317391128,0.608777047
Aasdh,5.951442288,-2.150146512,0.116746397
Ppat,4.638941348,-1.900999103,0.062603014
Polr2b,14.63251466,-3.049759004,0.200390717
Uba6,8.123692522,-2.461297715,0.147802814
Ythdc1,3.573369798,-1.640021992,0.055115981
Grsf1,8.020087701,-2.448462278,0.152760176
Parm1,0.979650375,-0.345953389,0.287415215
Sdad1,3.342547523,-1.573246168,0.069994454
Cnot6l,1.081280344,-0.444658763,0.105343223
Paqr3,1.609819656,-0.842635079,0.030323704
Lin54,0.914906395,-0.277579401,0.251826618
Agpat9,0.952067238,-0.317393302,0.642012397
Arhgap24,1.379635606,-0.688332332,0.066002498
Lrrc8d,0.837672076,-0.189384348,0.027780714
A830010M20Rik,3.16385885,-1.518305358,0.090371009
Rpap2,1.879061414,-0.997285325,0.015509689
Gak,6.12955307,-2.179634759,0.067027719
Slc26a1,2.287305007,-1.193887192,0.532145634
P2rx2,0.552397043,0.226975291,0.579710013
Ficd,0.569837417,0.195891272,0.53760441
Ssh1,3.364770409,-1.579872652,0.086072116
Alkbh2,2.442256933,-1.259435505,0.029920664
Myo1h,0.304961886,0.821055553,0.278233397
Oasl1,2.431947447,-1.255205276,0.025744582
Fbxo21,2.114383548,-1.115276224,0.037433946
Trafd1,2.592107319,-1.318984102,0.05597757
Naa25,2.440508061,-1.25871916,0.044440562
Fam109a,1.043255638,-0.408859165,0.045478897
Rad9b,7.032731404,-2.317088086,0.369382842
B3gnt4,2.052610039,-1.085625094,0.62083085
Sfswap,1.803670862,-0.956336876,0.053932426
Agfg2,1.994710875,-1.057012036,0.100317961
Mepce,0.465777763,0.397533742,0.137846735
BC037034,1.287484169,-0.619202978,0.255078192
Adap1,4.244539116,-1.812146163,0.125482139
Snx8,3.2271148,-1.538101408,0.02366095
Brat1,1.439699528,-0.730947351,0.036451317
Amz1,1.830398273,-0.971046499,0.19559078
Tnrc18,1.816121804,-0.963216271,0.091028899
Fbxl18,1.691201035,-0.891951869,0.142084692
Zfp12,0.570916732,0.193998988,0.571776808
E130309D02Rik,2.628158437,-1.332796307,0.037028089
Daglb,2.13282262,-1.123959197,0.02380648
Aimp2,7.617795598,-2.396999957,0.195179805
Lmtk2,1.095574503,-0.457791807,0.194080129
Bud31,82.66063391,-4.781256399,0.775935596
Katnal1,9.740784054,-2.642834533,0.419297027
Uspl1,0.803460117,-0.147685189,0.444939253
Gimap6,1.750453803,-0.926387991,0.012434253
Gimap7,1.567414253,-0.81594021,0.098384349
Fam221a,0.893617271,-0.254035216,0.390874538
Plekha8,15.74216949,-3.122855987,0.543760249
Vopp1,7.991920543,-2.44494402,0.211293001
Mat2a,1.594705773,-0.833202172,0.004883762
Elmod3,3.566025119,-1.637964484,0.035743871
Mob1a,3.457192324,-1.606969713,0.100330985
Smyd5,41.51545405,-4.092578665,0.516073398
C87436,0.58705129,0.166130165,0.339823256
Arhgap25,0.582269702,0.174308613,0.28474858
Hmces,2.545128709,-1.300694143,0.096735563
Txnrd3,35.69635634,-3.941561541,0.63679262
Iqsec1,2.576016054,-1.312756961,0.045341579
Hdac11,2.907457992,-1.433792078,0.573507417
Ccdc174,0.709557665,-0.02339941,0.835285461
Tmf1,2.639073069,-1.336940666,0.0658402
Frmd4b,1.24784383,-0.587930047,0.101233933
Ppp4r2,2.778609301,-1.388463472,0.044227278
Vgll4,1.11254522,-0.473163302,0.100118441
Zfp637,1.791977519,-0.94983269,0.03761854
Ankrd26,14.75892198,-3.0583607,0.525073314
Wnk1,3.216721872,-1.534875709,0.060610012
BC035044,0.899349179,-0.260429009,0.264040297
Clec12a,4.452518307,-1.859982768,0.292440246
Crebl2,0.640550763,0.078913985,0.745782787
Gprc5a,0.490813726,0.34517768,0.14450204
Pyroxd1,6.887744801,-2.296256637,0.100825179
Stk38l,0.649223639,0.06546511,0.642207722
Mrps35,38.30175009,-4.01200851,0.615861744
Klhl42,0.753997123,-0.084146194,0.814522315
Amn1,1.151620493,-0.507682995,0.272628186
Tspan33,16.35951483,-3.161322596,0.547532251
Zc3hc1,10.66729985,-2.733695894,0.197331267
Cpa2,19.49065639,-3.336448112,0.68264652
Zfp212,0.250131174,1.019256884,0.075955737
Zfp783,3.063824454,-1.486176878,0.184557046
Oscar,15.54588919,-3.110309164,0.747089624
Cnot3,4.046076851,-1.764260653,0.054529339
Leng8,4.404691346,-1.849183109,0.127195993
Suv420h2,6.566140137,-2.248439082,0.245371899
Zfp628,0.605583056,0.135050636,0.511948394
Ccdc106,1.169921798,-0.523449828,0.109168401
Zfp954,0.592426577,0.157015414,0.139609899
Zfp418,0.992216774,-0.358699247,0.026157669
Zfp772,0.607715047,0.13153626,0.230771746
Zscan22,0.355223361,0.668495582,0.065125746
Zbtb45,1.503457108,-0.774280115,0.033741073
Pla2g4c,0.656877995,0.053744057,0.896686256
Arhgap35,0.474989652,0.37794934,0.369786677
Ccdc61,3.581101023,-1.642183222,0.092399828
Mypop,7.479453809,-2.37867269,0.407841504
Klc3,4.880986685,-1.95186031,0.540475188
Mark4,1.496042073,-0.769335923,0.010349497
Bloc1s3,1.954711524,-1.036755545,0.032841133
Ppp1r37,1.934619816,-1.02642375,0.196162754
Zfp428,5.137592361,-2.003097478,0.166764445
Phldb3,0.832420812,-0.183095738,0.073763363
Zfp574,0.244326185,1.042738204,0.040629111
B3gnt8,0.284444839,0.89070301,0.18200389
B9d2,4.062854085,-1.768398624,0.086292388
Hnrnpul1,11.77806314,-2.832751666,0.24653936
Itpkc,0.427095467,0.484234794,0.044664955
Samd4b,2.258023455,-1.181002774,0.126953585
Rasgrp4,11.82867611,-2.837039683,0.095529714
Zfp790,0.309956677,0.804809821,0.071247269
Zfp940,2.801092764,-1.396522534,0.049694835
Zfp420,0.958154264,-0.323766434,0.301074732
Zfp382,0.892361133,-0.25262855,0.62840449
Wdr62,5.091381415,-1.994062112,0.0958951
Arhgap33,5.581273285,-2.085929858,0.199805258
Ffar2,1.02275713,-0.38901497,0.019262743
Ffar1,1.032364903,-0.398365113,0.206314275
4931406P16Rik,1.20886518,-0.556194972,0.11295643
Dpy19l3,4.014117952,-1.756330556,0.081513415
Zfp939,0.542818881,0.244466646,0.507674225
AI987944,1.056969776,-0.421919033,0.261905151
Ctu1,0.576324974,0.184570666,0.481256501
Mybpc2,7.842628338,-2.426086946,0.296525531
Tbc1d17,13.03660715,-2.934274255,0.229976676
Scaf1,2.685993596,-1.354563635,0.031357123
Prr12,0.659633591,0.049557843,0.829135437
Tubgcp5,1.175748863,-0.528418196,0.023746709
Nipa1,1.880829163,-0.998225644,0.17996486
Mtmr10,1.170448106,-0.523899593,0.202829684
Lrrk1,4.609836619,-1.894705336,0.103025231
Vps33b,4.010048919,-1.755316361,0.128288654
Prc1,0.963913608,-0.329759314,0.03005722
Zfp592,1.542368805,-0.79983234,0.077473771
Picalm,1.302652658,-0.630915612,0.069237249
Crebzf,2.332212423,-1.213330275,0.023962037
Kctd14,0.992844231,-0.359331426,0.023199908
Rsf1,1.062719285,-0.427343907,0.169853049
2210018M11Rik,1.178311305,-0.530595236,0.144033072
Gdpd5,1.173278576,-0.526314952,0.335055782
Tmem41b,1.599979762,-0.836503901,0.044547837
Ipo7,4.903573982,-1.956477244,0.045942371
Spon1,3.613931863,-1.651309259,0.204298468
Plekha7,1.322461136,-0.646007418,0.289624657
Xylt1,1.298626491,-0.627820081,0.166014428
Smg1,2.612451939,-1.326802141,0.085991861
Thumpd1,5.964288948,-2.152302765,0.134128005
Dcun1d3,0.622676394,0.107215407,0.776946061
Tmem159,9.367670357,-2.603777358,0.40899887
BC030336,1.261049182,-0.598456979,0.334402897
Cog7,52.34058105,-4.324284919,0.707559472
Palb2,0.612174629,0.124224776,0.541100052
Tnrc6a,1.584056368,-0.826501799,0.114028835
Gtf3c1,5.762616133,-2.117904482,0.094058277
D430042O09Rik,2.807923416,-1.398958133,0.162003391
Atxn2l,4.906833975,-1.957141843,0.057239922
Ino80e,25.10658985,-3.589643276,0.404502159
Hirip3,7.223017901,-2.343785778,0.19000244
Kctd13,5.87892653,-2.137887103,0.211918648
Sez6l2,9.876372111,-2.65665817,0.472632648
Zfp553,0.512225139,0.302478106,0.122500372
Zfp768,1.020778964,-0.387078946,0.368309798
Zfp764,0.791109396,-0.1321939,0.061729245
Prr14,1.398932843,-0.702222611,0.026387254
Gm166,2.210980333,-1.159948927,0.273534095
Rnf40,6.207329816,-2.192243743,0.10098022
Setd1a,2.196876256,-1.153549388,0.041558649
Zfp646,0.786476979,-0.126321094,0.74561873
Armc5,0.911627231,-0.27398881,0.102762607
BC017158,3.683119523,-1.67027301,0.062186412
Ppfia1,5.72901214,-2.112056035,0.129966551
Tpcn2,3.633227131,-1.656634191,0.094371191
Zfp958,0.367494588,0.634533767,0.115891356
Arglu1,3.03395243,-1.476379122,0.038126429
Tmco3,4.542131613,-1.879909341,0.143008298
Erich1,1.882869176,-0.999309692,0.16767378
Arhgef10,0.742666431,-0.069004636,0.873244901
Dkk4,3.740295343,-1.685677498,0.069691526
Whsc1l1,1.307964338,-0.634984909,0.130533565
Tti2,0.734619599,-0.058110454,0.365030362
Neil3,4.525116293,-1.876156198,0.11181707
Cbr4,15.97126354,-3.137303999,0.454289023
Ddx60,3.111003633,-1.501458306,0.053851184
Naf1,7.055001363,-2.320249699,0.144794525
Psd3,2.347472487,-1.219852133,0.098525876
Csgalnact1,2.033373535,-1.076209174,0.41818029
Zfp930,1.581105986,-0.824637514,0.158172616
Zfp868,0.552078007,0.227553005,0.184063241
Gatad2a,3.118816507,-1.503966526,0.045422479
Sugp2,2.155636857,-1.134599126,0.135282228
Klhl26,1.356797914,-0.671640369,0.009509394
Zfp961,1.340989793,-0.659920913,0.068377205
Tmem184c,5.178922094,-2.011109865,0.060605266
Gm4890,6.22598591,-2.19524473,0.580539647
Inpp4b,5.835787999,-2.130522224,0.344774552
Heatr3,38.05430704,-4.005527193,0.61941915
Ccdc102a,1.673620766,-0.881502323,0.056220364
Cnot1,3.781047657,-1.69651405,0.053092869
Slc38a7,3.741358616,-1.685961732,0.041149573
Dync1li2,4.467890297,-1.863429248,0.057217438
Nae1,93.11282787,-4.900324881,0.742636025
D230025D16Rik,1.20423578,-0.552358079,0.035566643
Elmo3,0.8861833,-0.245681455,0.463868498
Lrrc29,2.454375813,-1.264385398,0.053276262
Fhod1,7.614184642,-2.396525829,0.178210067
Rltpr,9.383747057,-2.605492077,0.303861244
Edc4,7.788599703,-2.419174009,0.153013494
Txnl4b,5.183229264,-2.011941193,0.052714066
Cmtr2,0.335138099,0.726699676,0.016052586
Fuk,7.96135376,-2.441111976,0.138938856
Aars,8.07887871,-2.45576601,0.110963441
Rfwd3,2.780261257,-1.389057821,0.014710985
Tmem231,46.44484182,-4.204778332,0.740224015
Atmin,1.779840186,-0.943036498,0.041567203
Klhl36,1.890985701,-1.003611149,0.055682902
6430548M08Rik,2.106656879,-1.111615194,0.011848059
Piezo1,11.78793529,-2.833589496,0.23104179
Chmp1a,37.17296505,-3.982094672,0.508154995
Spire2,12.33119234,-2.878644936,0.182904083
Nup133,20.47595542,-3.385764212,0.392306011
Med17,1.981930232,-1.050584155,0.01589264
Slc36a4,6.741590624,-2.274808815,0.197336872
Zfp426,0.890821643,-0.250901873,0.540672378
Ppan,1.287620139,-0.619308582,0.011267722
Atg4d,1.935183363,-1.026715004,0.042989875
Kank2,5.206286405,-2.01637974,0.186899066
Tmem205,9.083292709,-2.572949681,0.346917089
Zfp809,0.928170492,-0.291973077,0.390898243
Zfp599,0.238585463,1.066514778,0.164764472
Zfp810,1.877088967,-0.996235076,0.033072107
Zbtb44,2.903429628,-1.432405589,0.056640573
Nfrkb,3.404407008,-1.591583692,0.078113189
Msantd2,1.782096321,-0.944303301,0.044386978
Gramd1b,2.146935333,-1.13055432,0.064233944
Sc5d,1.606387563,-0.840500829,0.082862076
Rnf214,1.615998363,-0.846465867,0.023031487
Usp28,4.081932403,-1.773083425,0.084865878
Sik2,3.01646597,-1.470598858,0.113976996
Snx33,0.556789034,0.219055944,0.470044063
Coro2b,0.62624473,0.101501121,0.856889111
Lctl,12.91012835,-2.924525068,0.017988718
Herc1,5.234565629,-2.021796787,0.100475968
Usp3,1.832377787,-0.972127381,0.030656575
Rab8b,1.876698353,-0.996026958,0.029538014
Fam63b,3.293635569,-1.558504911,0.090387547
Zfp280d,1.876668977,-0.996011305,0.092778435
Fam214a,1.052388656,-0.417575411,0.212952822
Leo1,1.829242738,-0.970414998,0.035065529
Slc17a5,2.396348133,-1.240458888,0.053570233
Gk5,10.84866153,-2.750554632,0.261484035
Pxylp1,1.756577076,-0.929879993,0.180673684
Ppp2r3a,1.976814377,-1.047999569,0.284927941
Topbp1,3.918029594,-1.732101794,0.052555039
Dnajc13,12.18324166,-2.866574294,0.250996634
Atp2c1,3.899040564,-1.727243434,0.036804465
Glyctk,0.986283638,-0.352701621,0.333126462
Dusp7,0.662484504,0.045245191,0.441260536
6430571L13Rik,1.90242452,-1.009642057,0.067141516
Apeh,16.70175708,-3.182026849,0.260313383
Atrip,1.294781301,-0.624854722,0.053724038
Setd2,1.350003585,-0.666620169,0.0961586
Nbeal2,4.455905047,-1.860743114,0.078280987
Als2cl,4.631743336,-1.899446248,0.312352154
Dync1li1,1.966226589,-1.042629189,0.007688974
Zfp445,1.487769605,-0.76379101,0.173921478
Zfp65,0.740530519,-0.066124488,0.711271571
Zfp825,1.181908129,-0.533643111,0.079275979
Zfp709,0.374684156,0.615158938,0.199096623
Alms1,1.518697216,-0.784365793,0.229840413
Pyhin1,3.127846833,-1.506857776,0.077805591
Phf11b,6.803758638,-2.283988121,0.141857112
Ago1,12.25378504,-2.872347793,0.327656027
Gbp9,3.71442215,-1.678736042,0.173062214
Slc9a7,9.023132925,-2.566304525,0.296195874
Rbm10,3.233711041,-1.540143328,0.049207153
Usp11,3.799803786,-1.701462351,0.133830138
Ddx26b,4.205269589,-1.802851323,0.094828719
Mmgt1,4.969150863,-1.969761894,0.073604023
Slc9a6,4.401329066,-1.848419476,0.118680949
BC023829,9.210078852,-2.586811332,0.193925153
Pcyt1b,1.20028385,-0.549070991,0.353767669
Klhl15,0.976110658,-0.3423336,0.245537261
Stard8,0.804858735,-0.149424419,0.724134424
Ercc6l,1.514718109,-0.781742276,0.042236835
Nox1,7.445751247,-2.374156488,0.698388055
Rbm41,4.494366544,-1.869337654,0.123225709
Nxt2,2.330103373,-1.212425553,0.281393029
Gnl3l,20.16684486,-3.370552833,0.474533888
Fancb,3.129824074,-1.507489717,0.062097815
Gemin8,4.356636155,-1.838213156,0.205661467
Ofd1,8.720863544,-2.532231184,0.206797441
Lrp11,16.20255471,-3.151681848,0.325467328
Zc3h12d,0.877641574,-0.235995922,0.216623842
Tbpl1,1.641153147,-0.861912054,0.030522025
L3mbtl3,1.080378461,-0.443824327,0.002792332
Adamts14,1.078061339,-0.441677292,0.005189633
Mex3d,2.277036601,-1.189387782,0.063447851
Lingo3,1.14990232,-0.50618992,0.391832666
Zfp938,3.158762482,-1.516693252,0.068501569
Ric8b,2.733918402,-1.372248813,0.213930635
Gas2l3,1.362910226,-0.676135206,0.136139436
Cdk17,1.014396808,-0.380807079,0.068904743
Ccdc38,1.032837182,-0.398822481,0.515500735
Tmtc3,2.48875815,-1.278296772,0.035339264
Osbpl8,2.350352131,-1.221078081,0.018963729
Ankrd52,23.70825304,-3.532336138,0.481974427
Gm4926,3.664135984,-1.66510548,0.22083117
Zfp867,0.769150373,-0.104044136,0.857526688
Mief2,0.957597628,-0.323185319,0.163411785
Smcr8,0.858261516,-0.213666492,0.40615425
Pfas,5.117215368,-1.999123338,0.062048681
Ccdc55,0.820373367,-0.168517204,0.271392763
Ssh2,1.23223241,-0.575340412,0.131800146
Atad5,1.124663869,-0.483997129,0.251427075
Slfn9,2.994208964,-1.463192999,0.044845971
Slfn10-ps,1.372883181,-0.683425961,0.180324773
Usp32,2.19637571,-1.153321518,0.046771352
Coro1c,11.28495827,-2.789983633,0.236630007
Brip1,1.783089639,-0.944860532,0.082259867
Rsad1,19.3210599,-3.327708608,0.490191096
Phospho1,11.93052245,-2.845612949,0.478266154
Aoc2,17.95317282,-3.254279778,0.441373086
Gpatch8,1.561417728,-0.812107129,0.051539164
Akt3,2.870078741,-1.420852386,0.047116215
Amfr,7.136511492,-2.331736991,0.093682548
Hexdc,3.511160025,-1.622459395,0.145592621
Fn3krp,0.990511609,-0.356979228,0.025805487
BC068281,0.871813632,-0.229333318,0.27641346
Gdf7,0.493918843,0.338871141,0.810767518
Arih1,3.407987963,-1.592634998,0.050106043
Arih2,5.838236806,-2.130941755,0.088178426
Ash2l,23.86985658,-3.539129353,0.393901991
Cog5,25.00464873,-3.585574677,0.535441244
Dock4,2.740045651,-1.374487502,0.156628114
Bace1,2.174077755,-1.143117474,0.021213922
Arid4a,0.793506883,-0.135219856,0.581569312
Bpnt1,9.551416305,-2.623202368,0.206289038
Akap5,0.866721752,-0.223475635,0.699222738
Capn10,2.556377827,-1.305104266,0.16461854
Elmsan1,0.391013322,0.572500727,0.108486255
Xcr1,1.34071173,-0.659713535,0.127308789
Rps6kl1,5.292845478,-2.032868919,0.209436079
Irf2bpl,0.783400497,-0.122401697,0.073027035
Samd15,38.0997371,-4.006720302,0.654667274
Cdc6,1.208732337,-0.556085076,0.051542785
Gpr68,0.424300874,0.490799546,0.33107946
Btbd7,1.534311865,-0.794594905,0.12821403
Serpina3f,1.614875426,-0.845770738,0.227812847
Adam6b,0.819311476,-0.167221966,0.520267646
Klf6,0.566100229,0.202471213,0.164759414
Def6,2.540682308,-1.298945591,0.044682022
Dido1,1.027729512,-0.393864932,0.144400951
Dmtf1,0.838125715,-0.189925749,0.433422918
Zfp367,3.338864967,-1.57214384,0.183053868
Zfp458,1.105259165,-0.466592766,0.506654852
Zfp874a,2.179401595,-1.145563262,0.011110476
Zfp58,0.527859928,0.272411397,0.39394641
Ets1,1.000870472,-0.367383014,0.161696444
Ets2,1.203011878,-0.551341231,0.016939598
Zfp72,1.086606539,-0.449572494,0.141799404
Fiz1,0.677336605,0.023074008,0.880878049
Fxr2,4.581123055,-1.888457097,0.131251648
Tnpo1,23.63043288,-3.52904833,0.417646396
G3bp2,7.262355889,-2.349217199,0.081192698
Gadd45g,0.21313348,1.179323724,0.068581308
Ppwd1,1.945986258,-1.032281843,0.028130447
Gmcl1,9.331049862,-2.599860455,0.20799767
Pde4d,0.875677186,-0.233755156,0.54924425
Gapt,2.530907536,-1.295090869,0.083566388
Gtf2h2,3.645645028,-1.660046233,0.077588536
Hax1,64.85333831,-4.538641307,0.728488654
Hs2st1,7.605438043,-2.395376444,0.193652322
Cdh24,5.52428685,-2.075667083,0.362193898
Homez,1.249130317,-0.588960484,0.028048249
Zfhx2,2.3956557,-1.240169893,0.108213112
Il17d,8.688949221,-2.528564934,0.480747335
Rhof,1.142627851,-0.499843663,0.012456531
Setdb2,1.117360235,-0.477481891,0.115687819
Fam160b2,4.186217154,-1.798310419,0.04031911
Sh2b2,1.683165478,-0.887189154,0.009647083
Kctd12,2.845119793,-1.412118094,0.056275452
Jtb,6.465673773,-2.233020146,0.124186224
Katna1,2.585940189,-1.316602072,0.006519827
Abcc4,64.65502173,-4.535578698,0.753614488
Card6,1.208165079,-0.555615665,0.229673731
Map2k5,6.376671107,-2.219159112,0.11263103
Mapk7,1.457255641,-0.74306789,0.060011936
Lrp12,0.978642351,-0.344923897,0.114649438
Mta2,5.968835036,-2.153064693,0.056221204
Mgll,11.01812252,-2.76605434,0.205119509
Mmp17,10.50250146,-2.718126384,0.177836226
Phf20l1,3.228096563,-1.538405585,0.030999536
Ago2,2.425650605,-1.2526127,0.089313698
Nek3,7.984297533,-2.443989725,0.275946645
Zfp647,0.43116915,0.474741886,0.227720193
Foxred2,5.253384585,-2.025385472,0.113199989
Mief1,0.828109122,-0.177902577,0.483354891
Cacna1i,1.01331908,-0.379744081,0.509143916
A4galt,0.653331031,0.059158419,0.787148564
Ttc38,57.80728184,-4.423627672,0.780619448
Nt5e,3.513458135,-1.623113697,0.137029549
Oas1b,0.774311309,-0.110731643,0.710008048
Oasl2,2.881224495,-1.424728296,0.147867356
Pced1b,1.120275538,-0.480087592,0.172750625
Dip2b,4.316421949,-1.828939727,0.070271156
Pacsin2,6.399141473,-2.222676757,0.096692659
Mettl22,8.932024929,-2.556156045,0.035888357
Papss1,8.222978407,-2.473445401,0.234626696
Mkl2,1.938506208,-1.028430601,0.062079279
Papss2,3.280300733,-1.554448026,0.641076825
Klhl6,1.966518108,-1.042777442,0.097823518
Liph,1.96083803,-1.039884869,0.029029397
Mb21d2,0.629538043,0.096256074,0.76198754
Pigz,3.436434104,-1.600947257,0.349257588
Pcbp1,4.39830981,-1.847733254,0.044569359
Lmln,3.35647027,-1.577402827,0.270931931
Ccdc14,1.092240453,-0.454743969,0.193353207
Cd200r4,0.732978358,-0.055873818,0.952638704
Med24,35.69868488,-3.941626771,0.550883043
Arid1b,1.309052092,-0.635816202,0.051550447
Ptpn21,4.048523427,-1.764865149,0.093602836
Tiam2,2.045884211,-1.082342994,0.110931248
Pnldc1,1.9615011,-1.040222968,0.247367598
Lnpep,1.671392456,-0.880170006,0.156338579
Zfp760,0.925891802,-0.289515025,0.315946328
Gm4944,1.308453067,-0.635358495,0.232361892
Zfp945,2.653117237,-1.342248185,0.063970854
Neurl1b,1.653211021,-0.869232391,0.346547412
Syngap1,1.695830136,-0.894685297,0.218719259
Cpne5,0.672095608,0.030841754,0.931377518
Zfp811,9.704112658,-2.639062702,0.535122555
Zfp799,0.515058311,0.29696224,0.246362521
Zfp870,0.582928201,0.173178334,0.679879683
Zfp952,0.935718724,-0.300072565,0.407318175
Zfp563,0.460717781,0.408456691,0.360989937
Mdc1,2.902505535,-1.432087262,0.060299326
H2-M5,15.86626905,-3.130708333,0.083815124
Ik,155.422192,-5.412658154,0.823996409
Zfp119b,0.520596307,0.286267459,0.541781732
Rnasel,2.709050832,-1.363111248,0.08894835
Abce1,23.33297437,-3.51638049,0.403229883
Rasgrp3,5.497037149,-2.070722167,0.129560113
Thada,3.450602308,-1.605061718,0.06933056
Rngtt,4.474492747,-1.864905913,0.026390156
9430020K01Rik,3.861648372,-1.717607052,0.108672992
Zfp438,0.622042707,0.108233608,0.461383206
Ythdc2,3.522116114,-1.625574898,0.133568725
Ccdc112,2.059236374,-1.088848142,0.1133329
Fem1c,0.55651372,0.219550534,0.36152938
Dmxl1,1.390598209,-0.696246942,0.02595806
Pcyox1l,1.910661492,-1.013962433,0.026625321
Malt1,1.136743046,-0.494680117,0.096479197
Mex3c,2.621316474,-1.330189583,0.046272769
Setbp1,0.803890507,-0.148220716,0.583563251
Scamp2,2.442280234,-1.259445045,0.027599448
Adnp2,0.344240199,0.699902691,0.035709361
Scamp3,11.61472142,-2.818786302,0.209721465
Zfp407,0.585952821,0.168003082,0.41229005
3-Sep,5.621538133,-2.093118236,0.33694385
Cdc42bpg,67.47527006,-4.578274082,0.87513978
Ccdc85b,3.133333886,-1.508610498,0.092127991
Sh3bp2,0.665721983,0.040370218,0.902375536
Sh3bp5,13.15155973,-2.943053283,0.204862765
Sh3yl1,6.642327304,-2.25997532,0.358486943
Sigirr,2.27068778,-1.186595693,0.014232719
9930021J03Rik,1.263597871,-0.600476026,0.03908896
Ranbp6,0.837589773,-0.189286092,0.456145262
Spry1,0.972811435,-0.338947907,0.715160144
Spry2,0.398662205,0.553127904,0.090269679
Kif20b,0.985689752,-0.352099293,0.020270701
Slc35g1,2.498270001,-1.282111413,0.043137675
Ccnj,1.43202782,-0.725604417,0.099828882
Sec31b,527.5041515,-6.634669656,0.968889262
Dusp5,0.350224976,0.682666622,0.013992941
Sra1,7.925456409,-2.43659283,0.191928454
Sufu,1.753608566,-0.928188623,0.022154193
Mpdu1,18.29996679,-3.273412165,0.334767937
Slco5a1,0.682149033,0.015994201,0.971705539
Taf7,1.749575773,-0.925886264,0.018764757
Pik3c2b,1.459826019,-0.744830184,0.269857901
Lax1,1.429876253,-0.724100825,0.003433759
Klhl12,3.798556909,-1.701134155,0.088370147
Map2k3os,1.405440344,-0.706863587,0.145560161
Gm16515,1.199562255,-0.548469623,0.347076732
Tor1aip2,1.223986129,-0.568625772,0.142762011
Tlk2,1.186884007,-0.537844312,0.05031055
Zbtb37,2.240728155,-1.173313803,0.158677845
Tnfsf18,0.590634392,0.160045159,0.468632076
Tlr2,0.51466924,0.297717917,0.26865875
Scyl3,1.717320936,-0.907278401,0.023090957
Tpra1,2.466841888,-1.269451665,0.04360014
Gm4956,0.415810692,0.511012269,0.455854394
Carf,8.038955607,-2.450812096,0.345234908
Plekhm3,0.957668144,-0.323258955,0.437541459
Ubl3,3.173916829,-1.521479338,0.04497353
Usp18,1.295543894,-0.625443523,0.061808318
Nelfa,3.338709988,-1.572097422,0.051262353
St8sia6,3.861517163,-1.717573074,0.069731581
Xrn1,2.880089087,-1.424334147,0.097466628
Noxa1,8.441418404,-2.499663272,0.281006176
Xrn2,33.28189953,-3.871526612,0.46590603
Ppp1r26,0.605864452,0.134586073,0.722089489
Lrrc8a,0.305727889,0.818546902,0.088495368
Fam78a,0.818154378,-0.165808687,0.473888389
Ralgps1,6.425209535,-2.226742163,0.215766519
Zbtb34,0.56895306,0.197444423,0.625489988
Zfp53,0.733645324,-0.056783343,0.915137355
Zbtb6,0.620710105,0.110378205,0.609711547
Olfml2a,55.15576206,-4.376674141,0.777884897
Zfp68,1.484109954,-0.761328156,0.096220678
Zeb2,0.661812364,0.04626028,0.911964817
Cers6,1.377036032,-0.686446307,0.278685319
Harbi1,0.570662568,0.194444273,0.376155605
Ldlrad3,2.722752717,-1.368156317,0.085293423
Exd1,1.209658118,-0.556850693,0.01738053
Wdr76,1.903225235,-1.01006286,0.037664435
Lzts3,2.413564606,-1.247617665,0.198202154
Ralgapa2,4.9406867,-1.96401725,0.083996855
Tspyl3,1.311331533,-0.637555979,0.016834365
Lsm14b,3.452240731,-1.605536428,0.065667304
Phc3,2.496348681,-1.281342057,0.11968295
D3Ertd254e,0.522518166,0.282582608,0.432986458
Bbs12,0.781435355,-0.119890069,0.455961868
Ppm1l,1.608736208,-0.841961827,0.007358536
Mab21l3,0.711494264,-0.026124997,0.930107836
Slc22a15,0.960563199,-0.32627742,0.301713399
