geneSymbol,half_life_hr,decay_rate,p_val
Zglp1,5.459428368,-2.06385701,0.393483399
Ldlrap1,2.023792732,-1.071486262,0.014879429
Mdn1,3.47706195,-1.61270059,0.134051206
Mfap1b,2.801532753,-1.3966796,0.123621876
Gm11696,1.085390755,-0.448452986,0.051120804
Dnajc3,5.477477005,-2.067157515,0.068344542
9430060I03Rik,0.500696958,0.325241315,0.763077498
Gm12359,0.945880964,-0.310874372,0.306172901
Fam129c,6.851530538,-2.290984984,0.144072689
Fam174b,2.039227837,-1.079084145,0.469204395
Gm10857,3.518827425,-1.624640737,0.064697621
Gm10785,2.354406729,-1.222801696,0.320850998
Gm15441,1.40850132,-0.709039166,0.190502716
Gm10658,1.832514296,-0.972201877,0.13534334
Gm10790,4.911437994,-1.95807969,0.618228932
F420014N23Rik,0.330316246,0.741191841,0.565925218
Gm10865,8.751016543,-2.535682791,0.724051102
Gm10516,0.553730689,0.224563911,0.777805316
Cep85l,0.742295626,-0.068505223,0.833981952
Gm1976,0.459820329,0.410406534,0.482816568
Btnl1,3.848753097,-1.714262145,0.160787985
Isg15,13.52470186,-2.971030702,0.329304798
Gm1995,6.588954088,-2.251907545,0.358492354
Gm2011,0.690614302,0.003660864,0.997717471
Gm2027,8.499200964,-2.506485075,0.171873288
Gm2382,5.514085262,-2.073818696,0.048003152
D5Ertd605e,1.982690452,-1.050967657,0.104120154
Gm2518,3.055647605,-1.483504473,0.251415226
Gm12942,1.885032407,-1.000457934,0.195083668
3830408C21Rik,2.129637125,-1.122464522,0.048869465
Mndal,14.74929612,-3.057708282,0.34595549
Gm2848,1.087178875,-0.450099073,0.091829245
Kcnj13,5.289237756,-2.032187065,0.603093383
Fancf,0.567682905,0.199679361,0.471473951
Gm11974,0.545356325,0.239802971,0.609135705
D4Ertd617e,0.863610875,-0.219879933,0.834811684
Ly6c2,2.430658249,-1.254675026,0.478929727
Gm3414,0.989151377,-0.355605022,0.50556575
Gm3435,43.0819475,-4.129616979,0.597721979
Gm10863,0.504020455,0.318625507,0.390627476
Gm13157,3.228190381,-1.538434647,0.039687072
Gm10451,1.487658189,-0.763716119,0.087593203
Gm3604,0.83357765,-0.184484501,0.275936398
BC005561,207.4417962,-5.701363721,0.935615542
Gm16386,3.902471399,-1.728122965,0.287929895
Prdm11,1.947415297,-1.033015925,0.058819306
C920021L13Rik,1.484303771,-0.761458742,0.13316472
Gm13546,20.27313078,-3.375809323,0.464687166
1110002L01Rik,1.532218453,-0.793229575,0.230210949
4632428C04Rik,0.48218468,0.362915164,0.090568157
9130023H24Rik,0.510090679,0.306653847,0.554592805
5430417L22Rik,2.215739438,-1.1620991,0.149055565
Gm4349,2.306613313,-1.202293271,0.062585925
Tigit,5.4662077,-2.065098006,0.112650901
Gm14005,2.995447369,-1.463606513,0.113676009
Gm4432,1.670734972,-0.879776553,0.033858612
Zfp955b,0.624459565,0.104355778,0.773373386
1300002E11Rik,15.7413517,-3.122804037,0.278986004
Gm10584,4.197128669,-1.800913562,0.10590712
Zfp831,0.783499473,-0.122528031,0.773000911
Zfp850,1.087418923,-0.450319849,0.365162608
Ppp4r1l-ps,7.111659977,-2.328248608,0.586050088
Rnf223,10.12766926,-2.681784129,0.611093667
Pet117,1.287603972,-0.619296026,0.20844789
9330020H09Rik,2.704842846,-1.361556734,0.156515565
Yy2,7.523762916,-2.384579321,0.077992021
Kti12,1.641324094,-0.862016211,0.015057471
Rcc1,86.92268018,-4.831531911,0.749049486
Zbtb48,0.942936817,-0.307756919,0.372914209
Srp54c,4.885362606,-1.952756432,0.08394063
Pcsk9,22.98481918,-3.501346883,0.839635124
Adat3,0.76372004,-0.096958924,0.722347689
Tdrd7,8.693146096,-2.529047831,0.187003816
A230020J21Rik,2.400102859,-1.242024515,0.194578729
Pafah2,10.33659184,-2.702203126,0.010147531
Phactr4,1.158394337,-0.513547775,0.000511695
Gm11110,8.806466105,-2.541999157,0.385486788
Zmym6,43.2369097,-4.133207442,0.712598972
Akna,1.907611379,-1.012364793,0.027245321
H6pd,1.916383627,-1.016952803,0.01889235
Tmem64,3.415787295,-1.594920927,0.087750903
Adprhl2,2.038505915,-1.078730066,0.028437209
Gpn2,2.227329263,-1.167316148,0.018923244
Scarna10,0.152454367,1.514377039,0.820467656
Stx12,1.775560395,-0.940629009,0.027213592
AK010878,2.60471853,-1.32383754,0.053371157
Uckl1os,1.363474115,-0.67654886,0.029479494
Gm14139,1.044560394,-0.410109042,0.769176376
Gm17801,0.754325618,-0.08458177,0.914267301
Osbpl9,11.83235499,-2.837350648,0.190790082
Gm11944,1.194477827,-0.544222046,0.619754153
5830417I10Rik,2.870357546,-1.420949523,0.06420566
Gm10509,0.35611824,0.665979549,0.000428735
Dynlt1a,5.306104339,-2.03537084,0.249160485
AU040320,8.137651489,-2.463014544,0.130115846
Nup62-il4i1,0.885963253,-0.245433116,0.476340213
Ppp1r8,1.96558265,-1.042301636,0.042394256
AA413626,0.214248971,1.174103603,0.072246269
Ino80dos,1.497849693,-0.770543462,0.003846784
AW011738,2.749078048,-1.377778521,0.100735351
Bsdc1,2.116044391,-1.116061413,0.07131773
A530072M11Rik,7.404478584,-2.368597952,0.07126618
AA987161,0.53293924,0.262834937,0.3395261
Slc44a1,14.88138133,-3.066623777,0.447958122
Gm20594,1.15099775,-0.507142096,0.301952048
Mob3c,3.436239926,-1.600890749,0.151391644
Zfand2a,1.150535748,-0.506740623,0.335737404
9530027J09Rik,3.637841099,-1.657903322,0.046658034
AW046200,1.369113819,-0.680676604,0.210069837
Gm15545,0.859960458,-0.215644051,0.488275691
1700021K19Rik,1.987131466,-1.053205045,0.040267385
AV039307,0.857562916,-0.212852189,0.042142601
Gm16023,1.275246805,-0.609652653,0.377053511
Gm19345,10.59702742,-2.72708645,0.748024955
Kifc1,1.410842802,-0.710700178,0.025061739
Epg5,1.988556619,-1.053921979,0.070881725
Gm20597,3.066654705,-1.487100216,0.246458123
Kcnmb3,2.246516127,-1.175893549,0.28017534
Gm16998,0.937935745,-0.302439086,0.660986126
Gm684,9.987892616,-2.667886542,0.102360357
BC037704,3.79231336,-1.699489139,0.01785387
Gm17066,26.72240775,-3.652015375,0.631450441
Gm19510,3.708445276,-1.677125646,0.59929853
Armcx4,2.936145512,-1.443610591,0.033808448
Gm19557,0.882012294,-0.240963636,0.651211977
A930006K02Rik,2.220249846,-1.164132653,0.274041702
Gm15471,0.346327763,0.69385674,0.231969971
2810013P06Rik,1.106137788,-0.467387399,0.095063318
Btbd8,4.518960788,-1.874794974,0.188509123
Gm9895,1.779058391,-0.942597151,0.568215825
Snhg4,1.280264566,-0.613579669,0.193697738
Gm14827,14.1060709,-3.013118186,0.788825282
Gm10390,17.04356719,-3.202285762,0.459328845
Gm19710,1.995239128,-1.057276828,0.301596555
A930016O22Rik,1.276907048,-0.610953706,0.564735171
Gm16675,2.412730358,-1.247271955,0.175721576
Nuggc,4.980456497,-1.972034473,0.09635292
1700123M08Rik,6.589796661,-2.252035413,0.025815175
Gm16845,1.881217711,-0.998432206,0.327092243
Dos,2.50743152,-1.285771851,0.01800949
Rpl5,152.0016267,-5.390404143,0.859341771
LOC100503676,4.549633273,-1.881559551,0.156084302
Gm16861,23.61217606,-3.528275434,0.783898516
Gm19897,2.239359403,-1.172702765,0.041749854
Gm16973,0.839491137,-0.19155356,0.710501788
Sp3os,10.15809495,-2.68478384,0.260721897
Mkln1os,6.953041869,-2.305692163,0.136561899
Smpd5,2.194873482,-1.152637326,0.264516439
Gm15787,4.826145626,-1.940561063,0.091005934
Gm16157,0.969094571,-0.335119845,0.679065534
Gm16740,2.104957755,-1.110808319,0.374676391
Gm16062,5.21394247,-2.017849202,0.070924807
Gm16907,41.07908409,-4.08201201,0.599418521
Gm16576,2.211667195,-1.160259539,0.015088649
Gm20139,0.391133558,0.572193276,0.512861377
Gm16712,0.471319954,0.385705188,0.243275062
2900076A07Rik,0.548295529,0.234427931,0.594668836
Prr22,6.34783176,-2.21462622,0.046519003
Gm16677,2.052796622,-1.08571599,0.061006865
Gdap10,0.337346674,0.720131251,0.045578302
Gm20257,3.389811356,-1.587287193,0.065222175
Gm15987,1.719970322,-0.908819957,0.210536287
Atg14,1.709916973,-0.902957736,0.046106466
2810029C07Rik,1.126304555,-0.485454889,0.546901919
Tmppe,0.779962207,-0.118003107,0.753167234
Zfp518b,1.552999767,-0.806701315,0.233274857
5830418P13Rik,0.997835051,-0.364345625,0.758989897
Rell1,1.509227094,-0.778110582,0.203420856
C230037L18Rik,2.169197864,-1.140870372,0.196993408
Fer1l5,2.900552452,-1.43141414,0.01621632
Slc15a4,0.936134056,-0.300516331,0.329484798
Raver1-fdx1l,13.4175364,-2.963075459,0.661172146
Lrrc8c,1.261242447,-0.598610225,0.012440007
Nsun5,10.61851667,-2.729112254,0.282194587
N4bp2l1,1.043694611,-0.409279849,0.410429051
Gm15446,6.124695862,-2.178842021,0.230534785
D930016D06Rik,6.113211109,-2.176965106,0.354867989
Trrap,13.00849415,-2.932115461,0.273227315
9330133O14Rik,1.699652617,-0.896936808,0.003244616
Gbp6,3.493303185,-1.61736068,0.277035972
Acacb,0.674816565,0.02680146,0.949702075
Pds5b,4.964209637,-1.968767019,0.100020106
Papd4,9.089805168,-2.573666395,0.231943693
Dcun1d4,2.286071028,-1.193347556,0.090372632
Usp30,3.620813173,-1.653211555,0.100784692
Ube3c,8.048825985,-2.452039161,0.149860646
Rita1,1.108882458,-0.469865634,0.26531667
Tbc1d14,1.66589798,-0.876877226,0.030195955
Gm20604,1.17026889,-0.523746464,0.352697947
Chpf2,1.573403053,-0.819753744,0.010676249
Tyw1,4.181740057,-1.797240362,0.080413587
Emilin1,0.773042122,-0.109091181,0.82057591
Nfxl1,1.68300584,-0.887094306,0.07915112
Akap9,3.328753609,-1.569110863,0.103157111
Zfp513,1.563624787,-0.813519628,0.320975734
LOC101056043,1.013276092,-0.379701658,0.004128088
Zfp282,1.249000005,-0.588856156,0.0494321
Ttll3,1.46676952,-0.749575297,0.482252074
Snx21,8.279160313,-2.480254472,0.341453374
Tmem168,0.80312552,-0.147268657,0.249343981
Rpusd3,5.541434308,-2.078766288,0.145547503
Itfg2,10.84396872,-2.750121968,0.286733303
B630005N14Rik,2.236044589,-1.171221417,0.114405466
Pot1a,1.845410433,-0.97921463,0.016186073
Parp11,1.340710931,-0.659712939,0.196898733
Zfp956,1.207304372,-0.554903003,0.064519629
Hepacam2,4.871165581,-1.949846168,0.174731454
Tada3,5.391837475,-2.051399152,0.067149785
Tra2a,4.7713796,-1.929148408,0.070046193
Wdr91,2.487379194,-1.277742544,0.051116879
Dyrk4,1.33028781,-0.651908238,0.569894559
Eogt,3.335922473,-1.571262165,0.064057336
Fbxl14,1.36893616,-0.680546833,0.017788603
Dhx32,9.046909065,-2.56893608,0.21727731
Phrf1,0.933633538,-0.297841646,0.092006634
Plekha1,8.55743327,-2.513313214,0.269210053
Ric8,12.96111857,-2.928466917,0.291451598
Inpp5f,2.802548925,-1.397042254,0.036205227
Plekhg2,2.015730625,-1.067494643,0.066800118
Hsd3b7,4.566258669,-1.885207118,0.202922367
Mob2,2.57000109,-1.310419244,0.028286554
Prkd2,1.621023863,-0.849570884,0.025079432
Ccp110,250.3448497,-5.889352287,0.928817788
Vrk3,45.10210473,-4.175441834,0.588732799
Eftud1,312.9463627,-6.112544731,0.905637969
AI467606,0.318929769,0.776271439,0.035556889
E430018J23Rik,0.598328282,0.147102788,0.30634032
Grwd1,2.138451649,-1.126594959,0.0389148
LOC101669761,8.360600461,-2.490043171,0.350604819
Spty2d1,0.887700628,-0.247392197,0.436089116
Numa1,6.557758402,-2.247161758,0.122204943
Psip1,7.485837977,-2.379525886,0.13504267
Spred3,6.254322236,-2.199785703,0.081170229
C230052I12Rik,2.619332501,-1.329432435,0.023573121
AW146154,3.244118836,-1.543356689,0.156556969
Ints4,33.45813224,-3.876807794,0.495139728
Rrp8,1.266184053,-0.602520616,0.00967912
Unc45a,25.07840238,-3.588519933,0.455056003
Igflr1,3.448039173,-1.604318634,0.084954315
Sf3b3,9.414106701,-2.608722198,0.122524461
Champ1,1.277905419,-0.611735267,0.020880434
Smim19,2.259627421,-1.181712863,0.004621838
Exoc8,0.472826155,0.382514574,0.173097987
Gadd45gip1,9.250708533,-2.591213067,0.241313771
Phkb,20.01218722,-3.36285437,0.459827249
Arhgef18,2.075067245,-1.096506481,0.113328449
Dohh,326.0351716,-6.153518185,0.906165823
Fam192a,2.788029641,-1.391848045,0.026981786
Enkd1,12.08492251,-2.858471522,0.347839866
Snx25,7.787635595,-2.419050216,0.093637708
Taf5l,1.991638659,-1.055470667,0.023630078
Prmt10,1.992965584,-1.056136693,0.040452065
Zdhhc7,2.287145415,-1.193817417,0.024634294
Snapc2,1.633572958,-0.857282535,0.014859748
Ak6,25.38661671,-3.600735055,0.49440547
Agpat6,5.067348316,-1.989330587,0.046542887
Cyp4v3,3.380611293,-1.58456947,0.088129623
Dcun1d2,3.407854446,-1.592595819,0.031380142
Ankrd10,2.543782979,-1.300165256,0.05683178
Cog4,2.2919654,-1.195922623,0.01923684
Myzap,2.067399006,-1.092804219,0.071121186
Clk3,1.365016773,-0.677679637,0.046011376
Hinfp,0.769855285,-0.104960198,0.753148017
Dennd4a,1.531489602,-0.792753778,0.054712156
Xndc1,2.175855118,-1.143934666,0.19449097
Imp3,2.666642399,-1.347333073,0.034473435
Cmtm7,2.554083511,-1.304206376,0.024306761
Ano10,10.49598708,-2.717505921,0.427098324
Alg9,4.252467606,-1.814012348,0.055476419
Plekho2,0.677546345,0.022764401,0.882618339
Snx19,3.168541912,-1.519784438,0.053720219
Rpp25,2.83322375,-1.407928118,0.213144749
Mapkapk3,8.144281942,-2.463828999,0.157809767
LOC102634101,0.403961483,0.539922823,0.251120544
Oaf,1.273873014,-0.608574798,0.176137871
Cd276,4.634478402,-1.900036579,0.266101998
Phldb1,1.933836747,-1.026018902,0.020541553
Lrrc49,19.31343719,-3.327314002,0.242988698
Tcta,4.033189907,-1.761070524,0.061260141
Slc6a8,9.101270517,-2.574926942,0.520902994
Cenpi,1.944448837,-1.031491483,0.042448215
B630019K06Rik,1.284287404,-0.616716936,0.37562316
10-Sep,2.961760549,-1.452296792,0.064521572
Pan2,5.300175359,-2.034252827,0.125588969
Pwp1,63.70119072,-4.520716176,0.721056722
Gstt3,5.398228038,-2.052583679,0.095214062
Apof,1.386857525,-0.693553335,0.329017124
Fig4,26.75450742,-3.653215882,0.516785655
Traf3ip2,1.394291669,-0.698899443,0.034680369
BC030307,23.1530976,-3.508641498,0.560213195
Csnk1g2,2.871805452,-1.42145383,0.064951409
Tmem263,1.803743806,-0.956377318,0.037759883
Cep57l1,4.098615347,-1.777162117,0.072254309
Zc3h10,0.419612963,0.501909588,0.083650843
Nt5dc3,0.957506999,-0.323090672,0.388368078
Nup107,7.841203206,-2.425905213,0.0998483
Mgat4b,2.746926618,-1.376995614,0.04888011
Mbtd1,2.837364839,-1.409388668,0.081420423
E130012A19Rik,9.58351691,-2.626557555,0.301186408
Xpo1,5.585821214,-2.086744381,0.113228884
Fbxw11,1.56637844,-0.815279149,0.017870781
Smg6,2.678113014,-1.351625368,0.043034763
Tmed4,29.28335369,-3.743532142,0.631655586
Slc35e4,0.340932196,0.709558741,0.469100081
6330403K07Rik,5.047228351,-1.985352172,0.452267678
Tbc1d10a,1.971413802,-1.045263872,0.056948311
Tubg1,12.40265828,-2.884423748,0.233194294
Pex12,1.300854087,-0.629533959,0.016722604
Tmem17,1.949582683,-1.034128262,0.045363418
Tubg2,14.04578291,-3.008835123,0.26413729
Wdr92,7.878399482,-2.430637692,0.135015055
Maml1,0.48648005,0.354046466,0.195124489
Cuedc1,6.555191132,-2.246770196,0.246753508
Nt5m,4.19813199,-1.801152583,0.075109862
Dnm3,78.69834523,-4.732135049,0.916431907
Synj1,1.67102206,-0.879948372,0.067661874
Wdr7,3.812300248,-1.704745667,0.060029186
Adcy3,3.077273407,-1.490556868,0.065058077
Acly,48.2744742,-4.243415857,0.61736341
Etv5,1.955576446,-1.037197928,0.081986271
Sbk1,1.867006808,-0.990849432,0.074919996
Rhoq,1.670995479,-0.879932465,0.137769225
Cabin1,5.909427668,-2.143061906,0.100797017
Kdm3a,1.857015914,-0.985483773,0.09019655
Tex15,2.429061915,-1.25401806,0.035061837
Csnk1d,1.985282132,-1.052273957,0.042395294
Gas8,18.47090635,-3.282709785,0.386022834
Zfp120,1.447599956,-0.736419903,0.141191162
Zfp119a,0.71078415,-0.025126439,0.967258547
Rcor2,2.20856891,-1.158857675,0.087294846
Pcnxl3,3.304145199,-1.561690722,0.081477713
Bap1,9.80005179,-2.648900591,0.163126266
Ccdc117,2.095623972,-1.106364268,0.125423512
Smek2,6.173939042,-2.186849973,0.130387373
Cnot6,13.63519617,-2.979167324,0.25807319
Tsr1,2.066138618,-1.092194384,0.062174394
Slc16a6,1.571523246,-0.81855829,0.051593041
Pik3r6,3.326137204,-1.568324552,0.004899529
4930427A07Rik,3.600636117,-1.64762345,0.097673468
Pld4,3.265859163,-1.550035792,0.039351898
Jkamp,2.623545004,-1.331039379,0.009841321
Aldh6a1,38.02177624,-4.004671975,0.736451023
Vipas39,4.599572554,-1.892476297,0.104239384
Fancm,2.454450267,-1.264415733,0.10600899
Ptpn23,4.009888855,-1.755276444,0.082507544
Cbll1,0.443572009,0.446382204,0.062577172
Tecpr2,3.15582371,-1.515762463,0.16398445
Spata7,1.81627019,-0.963297973,0.022259503
Slc25a47,2.620403669,-1.329841299,0.127213352
Dnal1,127.6094511,-5.215487357,0.955675348
Rdh14,0.923534063,-0.286965326,0.305877623
Pelo,0.529754479,0.268828706,0.013387522
Iars,24.12551144,-3.549782767,0.424142345
Arrdc3,1.237863489,-0.579899821,0.428671433
Nhlrc1,1.611663449,-0.843779764,0.186108829
Fam208b,2.090913231,-1.104113844,0.129613526
Rnf44,3.734145545,-1.684031943,0.055977069
Txndc5,18.42654673,-3.280305302,0.301700753
Brd9,657.2581547,-6.854589791,0.963334671
Cdk20,2.882695373,-1.42523867,0.009994858
Golm1,145.95456,-5.349808261,0.900077962
AW209491,0.82649832,-0.175955527,0.308554474
Dusp22,5.37520384,-2.048309418,0.063270482
Utp15,1.877140779,-0.996262678,0.023832739
Ankrd32,9.933305622,-2.662406236,0.127000958
Slain1,2.066230995,-1.092239093,0.019384253
Kctd9,2.732418225,-1.371699934,0.082443286
Dock9,8.771111136,-2.537976416,0.166246985
Gmpr2,29.24938706,-3.742371539,0.556702226
Abhd4,18.84294517,-3.302651503,0.375945436
Exoc5,9.267078522,-2.592981096,0.127117768
Chmp7,3.948808063,-1.739926698,0.073153712
Ankrd28,5.122813204,-2.000216663,0.073707854
Mbnl2,2.395719139,-1.240196373,0.09846424
Ppp1r3e,5.296074508,-2.033478808,0.216235701
Thtpa,2.567743005,-1.309540225,0.001681501
Rcbtb2,7.741405351,-2.413096162,0.081660855
Ppif,55.00682502,-4.373970189,0.701316008
Mycbp2,3.210376366,-1.532901099,0.11217778
Ano6,3.238469314,-1.541613705,0.069871376
Slc38a1,2.342494032,-1.217729108,0.037297823
Tigd5,0.326737299,0.752085876,0.350201727
Prkaa1,3.216494443,-1.534805005,0.032061906
Amigo2,1.023986308,-0.390216076,0.080413085
Sgsm3,28.41100381,-3.713289449,0.487420202
Mtbp,2.757860368,-1.380968071,0.069723127
Dennd3,1.563627086,-0.813521098,0.012894936
Lmf2,9.499690742,-2.617772165,0.124795731
Espl1,6.700299901,-2.268665207,0.126466923
Topors,0.554419343,0.223321021,0.205826216
Sharpin,4.552133923,-1.882109038,0.042110311
Gga1,6.818022038,-2.286082327,0.152639765
Prickle1,0.530209696,0.267969777,0.434616456
AW549877,2.386886622,-1.236502769,0.053073006
Slc45a4,1.148303288,-0.504798372,0.047384115
Mfsd5,1.197106175,-0.546420044,0.018375199
Cggbp1,0.981443952,-0.347782549,0.158504729
Txndc11,1.643296128,-0.86321698,0.02099239
Zc3h7a,4.507380086,-1.872228993,0.125004386
Qtrtd1,4.066644692,-1.76933118,0.063498441
Rrn3,4.877494347,-1.951144555,0.042334297
Osbpl11,1.696851181,-0.895287208,0.06492905
Nsun3,2.626254744,-1.3320717,0.079002801
Rfc4,22.57968227,-3.483563408,0.409355211
Ildr1,0.815308264,-0.162323921,0.478092634
Eaf2,5.303008885,-2.034787294,0.052496634
Srl,2.668491132,-1.348026114,0.044963311
Sft2d1,10.39568215,-2.707903462,0.332227045
Stk38,6.527624595,-2.24255603,0.087128382
Gpsm3,8.385875034,-2.493061667,0.370502389
Ldhal6b,0.207824806,1.204546913,0.13108508
Ppcs,1.409279983,-0.709591844,0.009117479
Rab31,3.39106322,-1.587656427,0.04651086
Nrm,188.2134503,-5.604089613,0.883769151
Scaf8,1.124673405,-0.484005607,0.068753467
Ankrd12,3.859895486,-1.717153028,0.120255488
Trip10,2.101831666,-1.109322107,0.041444458
Ift140,64.63648516,-4.535291958,0.696398816
Vmac,69.23699128,-4.604048196,0.716395501
AI413582,43.49051882,-4.139055877,0.699221411
Rpusd1,3.089135297,-1.494404133,0.072509539
LOC106740,4.710624703,-1.916333453,0.421680294
Ticam1,0.47297263,0.382204836,0.068341939
Dhx57,4.595873129,-1.891671676,0.10600314
Tcf19,1.988121632,-1.05370321,0.014718744
Unc119b,5.954611822,-2.150678936,0.231552293
Tnfaip8,1.339571069,-0.658862385,0.002947784
Smim3,1.72952149,-0.914357695,0.032734084
Hmgxb3,0.651965741,0.061250343,0.660175163
Kctd1,1.365683635,-0.678168056,0.104506492
Slc39a3,2.215425211,-1.161957274,0.079681852
Slc39a6,1.968472867,-1.043770968,0.021869567
Gramd3,2.562883779,-1.307646021,0.037946443
Fbxo38,1.572379061,-0.819102719,0.012183335
Psmg2,17.65587861,-3.237581714,0.42295089
Wdr74,3.127363678,-1.506703295,0.055455527
Btaf1,2.222472291,-1.165133141,0.034312141
AI462493,12.05191678,-2.855736637,0.371851849
Carns1,8.971071358,-2.560518027,0.271338563
AI837181,0.839821984,-0.191947588,0.056092674
Otub1,12.29838557,-2.87598092,0.204737701
Yars,9.99629032,-2.668726977,0.119801062
Vps37c,1.072356275,-0.436371274,0.266464826
Lpxn,2.549797738,-1.302526958,0.020446623
Trpt1,4.695847786,-1.913191589,0.250249097
Gbf1,9.579009376,-2.626087102,0.135536147
Tm9sf3,4.86803983,-1.949204278,0.050772642
Pdzd8,1.680728637,-0.885740332,0.044994583
Exoc6,4.383550127,-1.844371848,0.034365431
Fam111a,2.645764702,-1.339473056,0.042549224
Slc25a45,2.460186846,-1.266750221,0.005151449
Brms1,16.90368477,-3.194044552,0.395409469
Acaca,12.46377809,-2.889339606,0.318064058
Guca1b,5.403032217,-2.053473238,0.457806475
Atf5,1.686578965,-0.889215117,0.15232972
Ssr1,7.869975274,-2.429567841,0.099352301
Lgr4,0.630080452,0.095394845,0.764289438
Ece2,9.571869434,-2.62534145,0.323578161
Magee1,41.59920735,-4.094594033,0.715828138
Wwp1,9.203426712,-2.586088804,0.225344329
Nt5c3,5.039973478,-1.98391374,0.029068686
Nod1,1.183983136,-0.535397213,0.044546062
Pi4kb,1.656160764,-0.871015052,0.016004557
Uap1,3.903192336,-1.728307687,0.047255676
Coro2a,6.405344735,-2.223645677,0.082314576
Sf3b4,6.055007425,-2.167398524,0.15002011
Slc12a6,2.230819519,-1.168881936,0.118885519
Mrpl41,12.5846385,-2.898989824,0.342419695
Rapgef1,45.80022369,-4.190801896,0.612813943
Haao,2.178264007,-1.145041153,0.132363107
Scamp1,3.78421507,-1.697351407,0.120498941
Tm6sf1,3.437665529,-1.601305536,0.064360917
Tm6sf2,0.277947795,0.913809051,0.418410973
Bmyc,6.475939051,-2.234606545,0.169890865
Jmjd6,1.281825467,-0.614798129,0.038595073
Whsc1,3.211583674,-1.533277093,0.043537313
Cth,3.612034864,-1.650784208,0.191854759
Mthfs,4.417274223,-1.852035735,0.12529259
Mgat5,0.936974512,-0.301413722,0.416057059
Chd4,217.5151472,-5.748781411,0.876010226
Pom121,2.05000905,-1.084357129,0.027606009
Cdk9,2.565876586,-1.30881309,0.022740949
Frs3,0.182601642,1.333935399,0.599122816
Pacs1,217.7367481,-5.749799676,0.887548725
Ddb2,6.152573322,-2.183383341,0.168661681
Cdc20,10.73914072,-2.740407999,0.242407011
Gtpbp6,2.371663257,-1.230104426,0.10020758
Cenpf,1.992248434,-1.055776788,0.077638381
Ap4e1,2.8702041,-1.420896063,0.103371011
Ap1s2,28.40956474,-3.713238796,0.553243487
Fxyd4,0.672641634,0.030029661,0.926365511
Slc14a1,2.764307329,-1.38330301,0.08367879
Camk2d,4.710448828,-1.916296117,0.07001267
Cstf2,20.38424555,-3.381275246,0.413573258
Grm6,0.883422328,-0.242561015,0.610340262
Pip4k2b,7.43518806,-2.372736794,0.136222571
Rnf216,1.712110244,-0.904239591,0.039371291
Rnf144a,2.556515341,-1.305158057,0.192173978
Med21,5.016142296,-1.979174092,0.159896688
Prkag2,10.57142476,-2.724667504,0.270053608
Baiap2,2.504081164,-1.284434787,0.028781181
B3gnt5,0.966030364,-0.331952908,0.212102595
Eif4ebp3,1.585812669,-0.827609921,0.032046448
Slco4a1,0.735400391,-0.059172742,0.776959103
Slco3a1,2.935488645,-1.443386849,0.045894137
U2af1,7.85765682,-2.428001368,0.159986637
Napg,11.80763533,-2.835259305,0.204221376
Xrcc4,3.049159124,-1.481378776,0.069909915
Galnt2,57.74440237,-4.422539337,0.727718025
Galnt7,19.10529782,-3.31647859,0.410943369
Adamts7,1.474805186,-0.755038825,0.586304493
Ogt,5.663090176,-2.100482631,0.087335353
Ubxn8,3.35428814,-1.57675249,0.034686639
Mat2b,6.485352422,-2.236059081,0.073128511
Slc35b3,1.573622391,-0.819893138,0.020257
Fam210a,1.704371653,-0.899709432,0.038260712
Foxp1,1.547880073,-0.803399221,0.017450125
Rnpepl1,7.805588482,-2.42135287,0.189409098
Atp6v1h,30.03679345,-3.768935999,0.48574543
Epsti1,14.56853115,-3.045376723,0.431119402
Ccdc86,1.802628743,-0.955758933,0.031136612
Gpt2,1.605182808,-0.83975057,0.116200307
Ccdc88a,4.122012343,-1.782854397,0.120884941
Obfc1,21.47188423,-3.43325729,0.42540281
Pttg1ip,5.646336738,-2.09751989,0.092286126
Fam207a,1.731084856,-0.915261217,0.051404863
Card11,4.038923558,-1.762491131,0.06672888
Sft2d2,2.385787602,-1.236042222,0.118624632
Lyrm2,8.053682841,-2.452642403,0.156464045
Pnrc1,0.375698584,0.612455175,0.01854828
Mex3b,0.947303885,-0.312377576,0.250771471
Ccdc122,5.831872299,-2.129851018,0.078624427
Jmjd1c,0.763052875,-0.09608497,0.555492335
Ibtk,2.992825277,-1.462730771,0.032465423
Rdh13,3.493009736,-1.617276674,0.088361561
Mtrf1l,1.341400428,-0.660227084,0.188382362
Ankhd1,1.630134765,-0.85517561,0.048034398
Atad3a,12.56933723,-2.897773215,0.217638697
2700081O15Rik,1.778121375,-0.94207032,0.196285254
Fam72a,0.420763325,0.499171857,0.019117083
B3gnt1,2.040056756,-1.07949055,0.040180461
Nusap1,3.690133678,-1.672175605,0.03178305
Cdca2,0.713589529,-0.029065549,0.829286067
Smim13,3.706369979,-1.676565876,0.066697123
Rnf169,1.192333652,-0.542425359,0.246327738
Trmt10a,3.953578873,-1.741134133,0.048301398
Zzz3,2.945480453,-1.446784866,0.071932246
Ppp1r15b,0.520714335,0.286040768,0.273912815
Fam73b,8.257473911,-2.477631639,0.106994877
Irak2,0.654756996,0.05697819,0.824991664
E2f8,1.139435608,-0.49704598,0.081672222
Tpr,12.21810136,-2.869431491,0.305554815
Tbc1d10c,2.505653564,-1.285062525,0.023727951
Ciapin1,15.27895526,-3.092989329,0.404385872
