Gene,Halflife
ENSMUSG00000002107,0.011552453
ENSMUSG00000002108,0.011552453
ENSMUSG00000002109,0.011552453
ENSMUSG00000002111,0.011552453
ENSMUSG00000002129,0.011552453
ENSMUSG00000002147,0.011552453
ENSMUSG00000002205,0.011552453
ENSMUSG00000002210,0.011552453
ENSMUSG00000002221,0.011552453
ENSMUSG00000002222,0.011552453
ENSMUSG00000002227,0.011552453
ENSMUSG00000002228,0.011552453
ENSMUSG00000002233,0.011552453
ENSMUSG00000002249,0.011552453
ENSMUSG00000002250,0.011552453
ENSMUSG00000002257,0.011552453
ENSMUSG00000002265,0.011552453
ENSMUSG00000002274,0.011552453
ENSMUSG00000002279,0.011552453
ENSMUSG00000002280,0.011552453
ENSMUSG00000002289,0.011552453
ENSMUSG00000002297,0.011552453
ENSMUSG00000002307,0.011552453
ENSMUSG00000002308,0.011552453
ENSMUSG00000002319,0.011552453
ENSMUSG00000002320,0.011552453
ENSMUSG00000002324,0.011552453
ENSMUSG00000002325,0.011552453
ENSMUSG00000002326,0.011552453
ENSMUSG00000002329,0.011552453
ENSMUSG00000002332,0.011552453
ENSMUSG00000002342,0.011552453
ENSMUSG00000002343,0.011552453
ENSMUSG00000002345,0.011552453
ENSMUSG00000002346,0.011552453
ENSMUSG00000002365,0.011552453
ENSMUSG00000002372,0.011552453
ENSMUSG00000002379,0.011552453
ENSMUSG00000002384,0.011552453
ENSMUSG00000002393,0.011552453
ENSMUSG00000002395,0.011552453
ENSMUSG00000002396,0.011552453
ENSMUSG00000002409,0.011552453
ENSMUSG00000002413,0.011552453
ENSMUSG00000002416,0.011552453
ENSMUSG00000002428,0.011552453
ENSMUSG00000002455,0.011552453
ENSMUSG00000002458,0.011552453
ENSMUSG00000002459,0.011552453
ENSMUSG00000002475,0.011552453
ENSMUSG00000002477,0.011552453
ENSMUSG00000002486,0.011552453
ENSMUSG00000002489,0.011552453
ENSMUSG00000002496,0.011552453
ENSMUSG00000002500,0.011552453
ENSMUSG00000002504,0.011552453
ENSMUSG00000002524,0.011552453
ENSMUSG00000002546,0.011552453
ENSMUSG00000002550,0.011552453
ENSMUSG00000002565,0.011552453
ENSMUSG00000002578,0.011552453
ENSMUSG00000002580,0.011552453
ENSMUSG00000002602,0.011552453
ENSMUSG00000002603,0.011552453
ENSMUSG00000002608,0.011552453
ENSMUSG00000002617,0.011552453
ENSMUSG00000002635,0.011552453
ENSMUSG00000002658,0.011552453
ENSMUSG00000002660,0.011552453
ENSMUSG00000002661,0.011552453
ENSMUSG00000002664,0.011552453
ENSMUSG00000002679,0.011552453
ENSMUSG00000002688,0.011552453
ENSMUSG00000002718,0.011552453
ENSMUSG00000002728,0.011552453
ENSMUSG00000002731,0.011552453
ENSMUSG00000002732,0.011552453
ENSMUSG00000002733,0.011552453
ENSMUSG00000002741,0.011552453
ENSMUSG00000002748,0.011552453
ENSMUSG00000002763,0.011552453
ENSMUSG00000002767,0.011552453
ENSMUSG00000002768,0.011552453
ENSMUSG00000002769,0.011552453
ENSMUSG00000002771,0.011552453
ENSMUSG00000002778,0.011552453
ENSMUSG00000002781,0.011552453
ENSMUSG00000002797,0.011552453
ENSMUSG00000002799,0.011552453
ENSMUSG00000002803,0.011552453
ENSMUSG00000002804,0.011552453
ENSMUSG00000002808,0.011552453
ENSMUSG00000002812,0.011552453
ENSMUSG00000002814,0.011552453
ENSMUSG00000002820,0.011552453
ENSMUSG00000002825,0.011552453
ENSMUSG00000002831,0.011552453
ENSMUSG00000002833,0.011552453
ENSMUSG00000002835,0.011552453
ENSMUSG00000002844,0.011552453
ENSMUSG00000002847,0.011552453
ENSMUSG00000002870,0.011552453
ENSMUSG00000002871,0.011552453
ENSMUSG00000002881,0.011552453
ENSMUSG00000002885,0.011552453
ENSMUSG00000002897,0.011552453
ENSMUSG00000002900,0.011552453
ENSMUSG00000002908,0.011552453
ENSMUSG00000002910,0.011552453
ENSMUSG00000002944,0.011552453
ENSMUSG00000002948,0.011552453
ENSMUSG00000002949,0.011552453
ENSMUSG00000002957,0.011552453
ENSMUSG00000002963,0.011552453
ENSMUSG00000002968,0.011552453
ENSMUSG00000002980,0.011552453
ENSMUSG00000002981,0.011552453
ENSMUSG00000002983,0.011552453
ENSMUSG00000002984,0.011552453
ENSMUSG00000002985,0.011552453
ENSMUSG00000002996,0.011552453
ENSMUSG00000002997,0.011552453
ENSMUSG00000003031,0.011552453
ENSMUSG00000003032,0.011552453
ENSMUSG00000003033,0.011552453
ENSMUSG00000003037,0.011552453
ENSMUSG00000003038,0.011552453
ENSMUSG00000003039,0.011552453
ENSMUSG00000003062,0.011552453
ENSMUSG00000003068,0.011552453
ENSMUSG00000003070,0.011552453
ENSMUSG00000003072,0.011552453
ENSMUSG00000003099,0.011552453
ENSMUSG00000003119,0.011552453
ENSMUSG00000003123,0.011552453
ENSMUSG00000003131,0.011552453
ENSMUSG00000003135,0.011552453
ENSMUSG00000003153,0.011552453
ENSMUSG00000003154,0.011552453
ENSMUSG00000003161,0.011552453
ENSMUSG00000003166,0.011552453
ENSMUSG00000003184,0.011552453
ENSMUSG00000003190,0.011552453
ENSMUSG00000003198,0.011552453
ENSMUSG00000003199,0.011552453
ENSMUSG00000003200,0.011552453
ENSMUSG00000003206,0.011552453
ENSMUSG00000003208,0.011552453
ENSMUSG00000003226,0.011552453
ENSMUSG00000003228,0.011552453
ENSMUSG00000003233,0.011552453
ENSMUSG00000003234,0.011552453
ENSMUSG00000003235,0.011552453
ENSMUSG00000003269,0.011552453
ENSMUSG00000003271,0.011552453
ENSMUSG00000003273,0.011552453
ENSMUSG00000003279,0.011552453
ENSMUSG00000003282,0.011552453
ENSMUSG00000003283,0.011552453
ENSMUSG00000003299,0.011552453
ENSMUSG00000003308,0.011552453
ENSMUSG00000003309,0.011552453
ENSMUSG00000003341,0.011552453
ENSMUSG00000003344,0.011552453
ENSMUSG00000003345,0.011552453
ENSMUSG00000003346,0.011552453
ENSMUSG00000003348,0.011552453
ENSMUSG00000003352,0.011552453
ENSMUSG00000003354,0.011552453
ENSMUSG00000003355,0.011552453
ENSMUSG00000003360,0.011552453
ENSMUSG00000003363,0.011552453
ENSMUSG00000003378,0.011552453
ENSMUSG00000003379,0.011552453
ENSMUSG00000003380,0.011552453
ENSMUSG00000003382,0.011552453
ENSMUSG00000003402,0.011552453
ENSMUSG00000003411,0.011552453
ENSMUSG00000003418,0.011552453
ENSMUSG00000003420,0.011552453
ENSMUSG00000003421,0.011552453
ENSMUSG00000003423,0.011552453
ENSMUSG00000003429,0.011552453
ENSMUSG00000003435,0.011552453
ENSMUSG00000003437,0.011552453
ENSMUSG00000003438,0.011552453
ENSMUSG00000003444,0.011552453
ENSMUSG00000003452,0.011552453
ENSMUSG00000003458,0.011552453
ENSMUSG00000003464,0.011552453
ENSMUSG00000003469,0.011552453
ENSMUSG00000003500,0.011552453
ENSMUSG00000003518,0.011552453
ENSMUSG00000003526,0.011552453
ENSMUSG00000003527,0.011552453
ENSMUSG00000003528,0.011552453
ENSMUSG00000003531,0.011552453
ENSMUSG00000003534,0.011552453
ENSMUSG00000003545,0.011552453
ENSMUSG00000003546,0.011552453
ENSMUSG00000003549,0.011552453
ENSMUSG00000003555,0.011552453
ENSMUSG00000003559,0.011552453
ENSMUSG00000003573,0.011552453
ENSMUSG00000003575,0.011552453
ENSMUSG00000003581,0.011552453
ENSMUSG00000003585,0.011552453
ENSMUSG00000003604,0.011552453
ENSMUSG00000003617,0.011552453
ENSMUSG00000003623,0.011552453
ENSMUSG00000003644,0.011552453
ENSMUSG00000003660,0.011552453
ENSMUSG00000003662,0.011552453
ENSMUSG00000003665,0.011552453
ENSMUSG00000003680,0.011552453
ENSMUSG00000003721,0.011552453
ENSMUSG00000003731,0.011552453
ENSMUSG00000003746,0.011552453
ENSMUSG00000003752,0.011552453
ENSMUSG00000003762,0.011552453
ENSMUSG00000003778,0.011552453
ENSMUSG00000003779,0.011552453
ENSMUSG00000003808,0.011552453
ENSMUSG00000003809,0.011552453
ENSMUSG00000003810,0.011552453
ENSMUSG00000003812,0.011552453
ENSMUSG00000003813,0.011552453
ENSMUSG00000003814,0.011552453
ENSMUSG00000003824,0.011552453
ENSMUSG00000003847,0.011552453
ENSMUSG00000003848,0.011552453
ENSMUSG00000003849,0.011552453
ENSMUSG00000003863,0.011552453
ENSMUSG00000003865,0.011552453
ENSMUSG00000003868,0.011552453
ENSMUSG00000003872,0.011552453
ENSMUSG00000003873,0.011552453
ENSMUSG00000003923,0.011552453
ENSMUSG00000003929,0.011552453
ENSMUSG00000003948,0.011552453
ENSMUSG00000003949,0.011552453
ENSMUSG00000003955,0.011552453
ENSMUSG00000003970,0.011552453
ENSMUSG00000003992,0.011552453
ENSMUSG00000004018,0.011552453
ENSMUSG00000004032,0.011552453
ENSMUSG00000004035,0.011552453
ENSMUSG00000004040,0.011552453
ENSMUSG00000004043,0.011552453
ENSMUSG00000004044,0.011552453
ENSMUSG00000004054,0.011552453
ENSMUSG00000004056,0.011552453
ENSMUSG00000004069,0.011552453
ENSMUSG00000004070,0.011552453
ENSMUSG00000004071,0.011552453
ENSMUSG00000004085,0.011552453
ENSMUSG00000004096,0.011552453
ENSMUSG00000004098,0.011552453
ENSMUSG00000004099,0.011552453
ENSMUSG00000004100,0.011552453
ENSMUSG00000004105,0.011552453
ENSMUSG00000004113,0.011552453
ENSMUSG00000004127,0.011552453
ENSMUSG00000004151,0.011552453
ENSMUSG00000004187,0.011552453
ENSMUSG00000004207,0.011552453
ENSMUSG00000004221,0.011552453
ENSMUSG00000004233,0.011552453
ENSMUSG00000004263,0.011552453
ENSMUSG00000004264,0.011552453
ENSMUSG00000004266,0.011552453
ENSMUSG00000004267,0.011552453
ENSMUSG00000004268,0.011552453
ENSMUSG00000004270,0.011552453
ENSMUSG00000004285,0.011552453
ENSMUSG00000004317,0.011552453
ENSMUSG00000004319,0.011552453
ENSMUSG00000004328,0.011552453
ENSMUSG00000004347,0.011552453
ENSMUSG00000004356,0.011552453
ENSMUSG00000004360,0.011552453
ENSMUSG00000004364,0.011552453
ENSMUSG00000004371,0.011552453
ENSMUSG00000004383,0.011552453
ENSMUSG00000004393,0.011552453
ENSMUSG00000004394,0.011552453
ENSMUSG00000004415,0.011552453
ENSMUSG00000004446,0.011552453
ENSMUSG00000004451,0.011552453
ENSMUSG00000004455,0.011552453
ENSMUSG00000004460,0.011552453
ENSMUSG00000004462,0.011552453
ENSMUSG00000004473,0.011552453
ENSMUSG00000004500,0.011552453
ENSMUSG00000004508,0.011552453
ENSMUSG00000004530,0.011552453
ENSMUSG00000004535,0.011552453
ENSMUSG00000004558,0.011552453
ENSMUSG00000004561,0.011552453
ENSMUSG00000004562,0.011552453
ENSMUSG00000004565,0.011552453
ENSMUSG00000004567,0.011552453
ENSMUSG00000004568,0.011552453
ENSMUSG00000004591,0.011552453
ENSMUSG00000004610,0.011552453
ENSMUSG00000004626,0.011552453
ENSMUSG00000004631,0.011552453
ENSMUSG00000004633,0.011552453
ENSMUSG00000004637,0.011552453
ENSMUSG00000004642,0.011552453
ENSMUSG00000004654,0.011552453
ENSMUSG00000004655,0.011552453
ENSMUSG00000004661,0.011552453
ENSMUSG00000004665,0.011552453
ENSMUSG00000004667,0.011552453
ENSMUSG00000004677,0.011552453
ENSMUSG00000004748,0.011552453
ENSMUSG00000004768,0.011552453
ENSMUSG00000004771,0.011552453
ENSMUSG00000004788,0.011552453
ENSMUSG00000004789,0.011552453
ENSMUSG00000004791,0.011552453
ENSMUSG00000004798,0.011552453
ENSMUSG00000004815,0.011552453
ENSMUSG00000004837,0.011552453
ENSMUSG00000004842,0.011552453
ENSMUSG00000004843,0.011552453
ENSMUSG00000004846,0.011552453
ENSMUSG00000004849,0.011552453
ENSMUSG00000004864,0.011552453
ENSMUSG00000004865,0.011552453
ENSMUSG00000004872,0.011552453
ENSMUSG00000004880,0.011552453
ENSMUSG00000004885,0.011552453
ENSMUSG00000004891,0.011552453
ENSMUSG00000004892,0.011552453
ENSMUSG00000004895,0.011552453
ENSMUSG00000004896,0.011552453
ENSMUSG00000004897,0.011552453
ENSMUSG00000004902,0.011552453
ENSMUSG00000004929,0.011552453
ENSMUSG00000004931,0.011552453
ENSMUSG00000004933,0.011552453
ENSMUSG00000004934,0.011552453
ENSMUSG00000004936,0.011552453
ENSMUSG00000004937,0.011552453
ENSMUSG00000004945,0.011552453
ENSMUSG00000004947,0.011552453
ENSMUSG00000004948,0.011552453
ENSMUSG00000004951,0.011552453
ENSMUSG00000004952,0.011552453
ENSMUSG00000004961,0.011552453
ENSMUSG00000004980,0.011552453
ENSMUSG00000004988,0.011552453
ENSMUSG00000004994,0.011552453
ENSMUSG00000004996,0.011552453
ENSMUSG00000005034,0.011552453
ENSMUSG00000005043,0.011552453
ENSMUSG00000005045,0.011552453
ENSMUSG00000005054,0.011552453
ENSMUSG00000005057,0.011552453
ENSMUSG00000005069,0.011552453
ENSMUSG00000005078,0.011552453
ENSMUSG00000005087,0.011552453
ENSMUSG00000005089,0.011552453
ENSMUSG00000005102,0.011552453
ENSMUSG00000005103,0.011552453
ENSMUSG00000005107,0.011552453
ENSMUSG00000005124,0.011552453
ENSMUSG00000005125,0.011552453
ENSMUSG00000005131,0.011552453
ENSMUSG00000005142,0.011552453
ENSMUSG00000005148,0.011552453
ENSMUSG00000005150,0.011552453
ENSMUSG00000005161,0.011552453
ENSMUSG00000005198,0.011552453
ENSMUSG00000005204,0.011552453
ENSMUSG00000005225,0.011552453
ENSMUSG00000005233,0.011552453
ENSMUSG00000005237,0.011552453
ENSMUSG00000005262,0.011552453
ENSMUSG00000005267,0.011552453
ENSMUSG00000005268,0.011552453
ENSMUSG00000005299,0.011552453
ENSMUSG00000005312,0.011552453
ENSMUSG00000005338,0.011552453
ENSMUSG00000005354,0.011552453
ENSMUSG00000005355,0.011552453
ENSMUSG00000005357,0.011552453
ENSMUSG00000005360,0.011552453
ENSMUSG00000005362,0.011552453
ENSMUSG00000005370,0.011552453
ENSMUSG00000005371,0.011552453
ENSMUSG00000005373,0.011552453
ENSMUSG00000005374,0.011552453
ENSMUSG00000005378,0.011552453
ENSMUSG00000005397,0.011552453
ENSMUSG00000005410,0.011552453
ENSMUSG00000005413,0.011552453
ENSMUSG00000005417,0.011552453
ENSMUSG00000005442,0.011552453
ENSMUSG00000005447,0.011552453
ENSMUSG00000005465,0.011552453
ENSMUSG00000005469,0.011552453
ENSMUSG00000005470,0.011552453
ENSMUSG00000005474,0.011552453
ENSMUSG00000005481,0.011552453
ENSMUSG00000005483,0.011552453
ENSMUSG00000005493,0.011552453
ENSMUSG00000005501,0.011552453
ENSMUSG00000005505,0.011552453
ENSMUSG00000005506,0.011552453
ENSMUSG00000005510,0.011552453
ENSMUSG00000005514,0.011552453
ENSMUSG00000005533,0.011552453
ENSMUSG00000005534,0.011552453
ENSMUSG00000005540,0.011552453
ENSMUSG00000005553,0.011552453
ENSMUSG00000005566,0.011552453
ENSMUSG00000005575,0.011552453
ENSMUSG00000005580,0.011552453
ENSMUSG00000005583,0.011552453
ENSMUSG00000005609,0.011552453
ENSMUSG00000005610,0.011552453
ENSMUSG00000005611,0.011552453
ENSMUSG00000005615,0.011552453
ENSMUSG00000005621,0.011552453
ENSMUSG00000005625,0.011552453
ENSMUSG00000005628,0.011552453
ENSMUSG00000005649,0.011552453
ENSMUSG00000005656,0.011552453
ENSMUSG00000005667,0.011552453
ENSMUSG00000005672,0.011552453
ENSMUSG00000005674,0.011552453
ENSMUSG00000005682,0.011552453
ENSMUSG00000005683,0.011552453
ENSMUSG00000005686,0.011552453
ENSMUSG00000005687,0.011552453
ENSMUSG00000005698,0.011552453
ENSMUSG00000005699,0.011552453
ENSMUSG00000005705,0.011552453
ENSMUSG00000005718,0.011552453
ENSMUSG00000005732,0.011552453
ENSMUSG00000005774,0.011552453
ENSMUSG00000005779,0.011552453
ENSMUSG00000005800,0.011552453
ENSMUSG00000005802,0.011552453
ENSMUSG00000005803,0.011552453
ENSMUSG00000005804,0.011552453
ENSMUSG00000005813,0.011552453
ENSMUSG00000005823,0.011552453
ENSMUSG00000005836,0.011552453
ENSMUSG00000005846,0.011552453
ENSMUSG00000005871,0.011552453
ENSMUSG00000005873,0.011552453
ENSMUSG00000005881,0.011552453
ENSMUSG00000005882,0.011552453
ENSMUSG00000005886,0.011552453
ENSMUSG00000005893,0.011552453
ENSMUSG00000005897,0.011552453
ENSMUSG00000005899,0.011552453
ENSMUSG00000005907,0.011552453
ENSMUSG00000005917,0.011552453
ENSMUSG00000005936,0.011552453
ENSMUSG00000005947,0.011552453
